LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	1.25653	-0.785755	80000	2.23314e+06
1	1.65396	0.808938	60000	2.21619e+06
2	2.69294	3.52683	40000	2.17855e+06
3	1.80235	5.11281	20000	2.1582e+06
4	-1.15675	6.44102	0	2.13764e+06
5	-2.43285	7.71234	-20000	2.10312e+06
6	-2.53071	10.4144	-40000	2.07421e+06
7	-3.98418	12.3161	-60000	2.02378e+06
8	-3.22958	13.8671	-80000	2.00032e+06
9	-0.118364	14.2195	-100000	1.97231e+06
0	-3.67308	0.506631	80000	2.19738e+06
1	-12.0395	1.90266	60000	2.18223e+06
2	-20.6177	5.82894	40000	2.13879e+06
3	-30.656	11.3215	20000	2.08808e+06
4	-40.463	19.2912	0	2.06398e+06
5	-49.9379	26.8755	-20000	2.04198e+06
6	-57.0639	33.4364	-40000	1.97197e+06
7	-62.7316	41.7272	-60000	1.95316e+06
8	-69.7188	48.869	-80000	1.92416e+06
9	-75.7997	56.2771	-100000	1.90558e+06
0	-0.323806	-0.86855	80000	2.23128e+06
1	-1.33476	-2.67281	60000	2.20193e+06
2	-0.839059	-4.92899	40000	2.16908e+06
3	-0.541726	-6.92949	20000	2.13527e+06
4	-1.99536	-8.92837	0	2.00244e+06
5	-7.08456	-11.1319	-20000	1.97777e+06
6	-13.9176	-13.5481	-40000	1.96107e+06
7	-18.6106	-17.5738	-60000	1.91629e+06
8	-20.8421	-22.3854	-80000	1.88854e+06
9	-23.2243	-28.4115	-100000	1.86336e+06
0	0.0888992	-0.666524	80000	2.23525e+06
1	-1.64164	-4.90123	60000	2.1903e+06
2	-3.89221	-9.29789	40000	2.10937e+06
3	-4.06855	-11.8228	20000	2.06534e+06
4	-4.82116	-10.7025	0	2.00818e+06
5	-3.96629	-8.85867	-20000	1.98592e+06
6	-2.02986	-5.39139	-40000	1.96526e+06
7	-0.715399	-3.17161	-60000	1.94327e+06
8	0.779187	1.48414	-80000	1.91614e+06
9	1.48698	2.73803	-100000	1.87569e+06
0	-0.244404	-0.272504	80000	2.18997e+06
1	-1.4575	-3.45094	60000	2.16698e+06
2	-0.914009	-6.09379	40000	2.14897e+06
3	-1.82098	-6.06661	20000	2.12694e+06
4	0.176448	-7.36519	0	2.10176e+06
5	4.08614	-9.25537	-20000	2.07111e+06
6	6.641	-13.9663	-40000	2.04417e+06
7	8.87481	-18.1994	-60000	2.02603e+06
8	10.997	-20.7127	-80000	1.99457e+06
9	11.504	-20.9417	-100000	1.85135e+06
0	-0.704963	-0.387009	80000	2.22436e+06
1	-3.56844	-1.57784	60000	2.20282e+06
2	-5.05971	-3.25242	40000	2.18683e+06
3	-2.91861	-7.88072	20000	2.10881e+06
4	0.199983	-13.7939	0	2.09086e+06
5	4.57183	-18.9049	-20000	2.05894e+06
6	12.1239	-26.3859	-40000	2.03826e+06
7	21.9573	-35.1609	-60000	2.01243e+06
8	35.0035	-48.6637	-80000	1.99042e+06
9	50.9199	-62.5265	-100000	1.95142e+06
0	0.871878	-0.850293	80000	2.22011e+06
1	2.24649	-2.80272	60000	2.17027e+06
2	2.71808	-5.57438	40000	2.13381e+06
3	5.23168	-8.26367	20000	2.11985e+06
4	7.85832	-10.6412	0	2.09186e+06
5	10.8908	-11.0601	-20000	2.06076e+06
6	14.6663	-13.595	-40000	2.04245e+06
7	17.7465	-18.1176	-60000	1.97456e+06
8	22.7981	-24.7498	-80000	1.95919e+06
9	31.003	-28.1325	-100000	1.92625e+06
0	-0.450308	0.12583	80000	2.21646e+06
1	-3.59516	-0.978274	60000	2.17271e+06
2	-6.55509	-2.66414	40000	2.14512e+06
3	-9.32265	-4.87538	20000	1.98792e+06
4	-11.9265	-6.95301	0	1.97063e+06
5	-13.5368	-11.2531	-20000	1.92707e+06
6	-13.3079	-12.4097	-40000	1.89143e+06
7	-13.6063	-13.9794	-60000	1.87865e+06
8	-13.38	-13.3503	-80000	1.86633e+06
9	-13.8742	-13.2723	-100000	1.83787e+06
0	-0.0595965	-1.4695	80000	2.23999e+06
1	0.678196	-3.67595	60000	2.22326e+06
2	2.45981	-6.10115	40000	1.26594e+06
3	-1.1305	-22.2338	20000	113177
4	-44.036	-52.3481	0	91828.7
5	-133.711	-35.5032	-20000	75469
6	-277.284	-15.9891	-40000	64389.5
7	-489.335	-10.4538	-60000	53489.5
8	-748.038	81.7589	-80000	41691.5
9	-1071.61	192.953	-100000	28418.6
0	0.554333	-0.809482	80000	2.19719e+06
1	1.40691	-4.32042	60000	2.17507e+06
2	-0.391502	-8.3733	40000	2.14889e+06
3	-4.90096	-12.8354	20000	2.08573e+06
4	-11.6701	-14.4182	0	2.06183e+06
5	-17.9515	-16.8746	-20000	2.0338e+06
6	-22.0614	-20.2976	-40000	2.00279e+06
7	-26.9319	-23.6574	-60000	1.95969e+06
8	-30.0584	-26.7069	-80000	1.94195e+06
9	-36.0954	-28.5433	-100000	1.91468e+06
0	0.343111	0.938045	80000	2.23858e+06
1	2.66294	1.29923	60000	983876
2	5.06519	3.95601	40000	956635
3	5.72387	8.50931	20000	925961
4	3.70653	17.1454	0	909106
5	-2.44042	24.7961	-20000	893993
6	-10.2592	30.9811	-40000	870608
7	-20.1173	34.4988	-60000	811012
8	-24.5987	36.26	-80000	791650
9	-25.0213	37.2805	-100000	772012
0	0.600102	-0.0507593	80000	2.23964e+06
1	2.52106	0.250421	60000	2.19156e+06
2	4.01473	-1.1406	40000	2.09532e+06
3	4.05583	-4.18339	20000	1.72686e+06
4	1.54041	-10.4452	0	1.69227e+06
5	-2.26349	-17.5217	-20000	1.6579e+06
6	-9.53293	-27.3466	-40000	1.58375e+06
7	-20.3069	-37.4714	-60000	1.56235e+06
8	-29.8637	-47.8176	-80000	1.54739e+06
9	-34.3222	-56.4458	-100000	1.51486e+06
0	-0.66217	-0.0939169	80000	2.19521e+06
1	-0.314735	0.635511	60000	2.17781e+06
2	-1.59663	2.69458	40000	2.1482e+06
3	-2.87314	2.48133	20000	2.13e+06
4	-4.00079	4.22472	0	1.98248e+06
5	-3.75075	4.98745	-20000	1.94886e+06
6	-2.86007	7.83757	-40000	1.84727e+06
7	-1.60743	7.50789	-60000	1.81225e+06
8	-1.14096	1.23909	-80000	1.79112e+06
9	-1.44028	-7.86309	-100000	1.75883e+06
0	0.203459	-0.130284	80000	2.24192e+06
1	1.57554	-1.25961	60000	2.21338e+06
2	3.72487	-1.4553	40000	2.16181e+06
3	6.25317	-3.96721	20000	1.71763e+06
4	8.82242	-9.62533	0	1.69405e+06
5	7.80217	-15.8143	-20000	1.67328e+06
6	6.83662	-20.3183	-40000	1.64939e+06
7	6.62665	-23.5068	-60000	1.62938e+06
8	5.9156	-27.2308	-80000	1.60752e+06
9	2.1074	-31.7752	-100000	1.57246e+06
0	0.428257	1.71453	80000	2.23744e+06
1	2.02263	3.00565	60000	2.21912e+06
2	2.69319	3.85552	40000	2.19236e+06
3	3.35078	3.55825	20000	2.16192e+06
4	4.72447	3.68557	0	2.12902e+06
5	6.19715	2.772	-20000	2.01572e+06
6	5.44109	0.69433	-40000	1.98785e+06
7	5.87627	-1.68516	-60000	1.97341e+06
8	9.78759	-8.536	-80000	1.14676e+06
9	13.0347	-22.8251	-100000	1.12196e+06
0	1.07602	1.70269	80000	2.23994e+06
1	3.01548	8.17084	60000	2.19517e+06
2	6.42727	15.815	40000	2.18311e+06
3	12.6539	24.6766	20000	2.16155e+06
4	20.6635	32.0765	0	2.14217e+06
5	28.9757	38.5595	-20000	2.05356e+06
6	35.5023	45.2802	-40000	2.02619e+06
7	38.8171	51.6604	-60000	2.00869e+06
8	42.2835	56.6501	-80000	1.98776e+06
9	47.8303	59.3292	-100000	1.94814e+06
0	-0.887297	-0.505243	80000	2.24059e+06
1	-2.08214	-2.29128	60000	2.07071e+06
2	-1.72354	-5.38281	40000	2.04488e+06
3	-1.45368	-8.52224	20000	2.02533e+06
4	-0.417273	-11.888	0	2.00793e+06
5	0.538217	-16.5616	-20000	1.95771e+06
6	1.18516	-20.7542	-40000	1.91221e+06
7	1.90709	-23.4444	-60000	1.87369e+06
8	4.66618	-23.6225	-80000	1.79128e+06
9	12.8831	-23.7282	-100000	1.76034e+06
0	1.56822	2.11708	80000	2.22827e+06
1	6.75225	3.28438	60000	2.21171e+06
2	13.7138	4.54383	40000	2.15118e+06
3	22.0543	8.45867	20000	2.13483e+06
4	29.9863	15.1105	0	2.09003e+06
5	36.2705	18.3975	-20000	2.0756e+06
