LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	5.31348	2.17619	80000	487648
1	11.0533	10.6328	60000	471043
2	22.9611	19.5971	40000	458258
3	23.8798	18.365	20000	436388
4	14.9811	6.72631	0	422065
5	0.15672	2.85277	-20000	405215
6	-31.41	10.171	-40000	391903
7	-78.2585	8.65991	-60000	379315
8	-133.594	-3.33528	-80000	363700
9	-185.908	-10.1741	-100000	344446
0	-0.915411	-8.20016	80000	493602
1	2.61205	-25.0977	60000	480459
2	9.38107	-31.6759	40000	465546
3	5.73675	-34.4657	20000	449590
4	-4.56452	-32.4182	0	437175
5	-18.8386	-29.7859	-20000	423445
6	-27.7293	-21.4726	-40000	407139
7	-30.8461	-9.98918	-60000	382434
8	-40.3753	-1.55457	-80000	367559
9	-51.0664	-4.12925	-100000	355727
0	2.3097	-4.51194	80000	492353
1	-0.902821	-1.94473	60000	475770
2	-3.75017	5.92863	40000	454314
3	-11.9569	19.4107	20000	316358
4	-35.8998	2.73922	0	304827
5	-59.5134	-11.3731	-20000	293081
6	-69.4823	-8.86965	-40000	273523
7	-43.245	23.9634	-60000	74639.4
8	-18.0821	3.8787	-80000	63911.5
9	1.24732	-254.599	-100000	7805.71
0	1.14493	-4.43496	80000	494942
1	6.04148	-7.43638	60000	478353
2	24.6928	-8.75608	40000	465122
3	47.3144	-9.62548	20000	453581
4	69.3868	-12.8572	0	440084
5	94.1831	-22.8684	-20000	424058
6	124.889	-40.2336	-40000	410357
7	153.619	-60.8416	-60000	398087
8	182.26	-90.2936	-80000	376480
9	203.208	-121.767	-100000	353126
0	-0.427587	-6.24664	80000	496306
1	0.447682	-22.955	60000	479227
2	3.55859	-35.4818	40000	451686
3	0.341815	-47.9339	20000	436687
4	2.66221	-60.1135	0	422923
5	0.237499	-75.7121	-20000	400228
6	-8.60421	-99.8097	-40000	389105
7	-22.9055	-116.147	-60000	372450
8	-36.5781	-131.96	-80000	358576
9	-40.6129	-169.357	-100000	347586
0	0.461355	-9.35194	80000	493882
1	4.21926	-28.6312	60000	480633
2	12.6153	-49.8959	40000	461910
3	32.8356	-66.6789	20000	442694
4	46.9431	-70.3011	0	419200
5	55.8232	-77.5691	-20000	406280
6	58.9066	-99.8002	-40000	381739
7	69.7245	-133.275	-60000	367866
8	87.4712	-158.389	-80000	351807
9	99.1351	-161.381	-100000	326147
0	-9.58693	5.65662	80000	494896
1	-23.0933	21.1353	60000	479463
2	-33.2626	34.6836	40000	461620
3	-47.9183	45.688	20000	445122
4	-68.5752	63.7044	0	413138
5	-99.7858	80.7848	-20000	393819
6	-125.646	107.829	-40000	374740
7	-137.871	144.683	-60000	360076
8	-150.213	182.318	-80000	347878
9	-182.639	205.425	-100000	333276
0	-2.43003	4.61112	80000	497310
1	-10.6768	9.58168	60000	481265
2	-8.73089	10.6354	40000	465307
3	-23.9185	-11.3461	20000	266102
4	-50.2239	-44.4412	0	237594
5	-75.5781	-55.569	-20000	225187
6	-70.1244	-83.3177	-40000	211494
7	-42.3303	-118.122	-60000	197675
8	-8.23779	-157.635	-80000	185395
9	-4.44229	-200.143	-100000	169145
0	-3.04488	7.12829	80000	470133
1	-13.2808	22.101	60000	454310
2	-21.8794	39.9885	40000	443077
3	-25.3532	57.5819	20000	430105
4	-35.1425	89.5636	0	418031
5	-41.5948	114	-20000	393756
6	-46.6762	139.985	-40000	375513
7	-51.1152	166.263	-60000	360030
8	-51.6485	174.96	-80000	345711
9	-64.6102	178.633	-100000	334102
0	-2.19992	-0.0170155	80000	494081
1	-12.8967	-1.65527	60000	477804
2	-18.8159	-8.0628	40000	460809
3	-29.9999	-25.2174	20000	447899
4	-40.823	-39.1279	0	430142
5	-53.0367	-45.8087	-20000	418332
6	-69.5887	-51.0202	-40000	400793
7	-98.0037	-59.6974	-60000	387339
8	-122.258	-76.1061	-80000	375966
9	-153.976	-98.1181	-100000	252465
0	-0.371663	1.50468	80000	488757
1	-6.66001	3.15535	60000	476353
2	-2.58811	6.80893	40000	461209
3	-1.41296	13.5983	20000	443836
4	-4.16057	32.5315	0	428847
5	-18.8467	46.1148	-20000	416558
6	-37.8299	58.2144	-40000	402700
7	-64.6431	74.2544	-60000	388935
8	-96.3026	93.1598	-80000	372160
9	-136.681	99.7514	-100000	360718
0	1.89095	6.76356	80000	494384
1	6.14883	27.2992	60000	454301
2	11.8151	38.736	40000	442865
3	31.8043	50.1567	20000	428693
4	53.5262	69.4535	0	414521
5	77.8478	92.9295	-20000	401781
6	103.892	117.566	-40000	388913
7	127.871	145.042	-60000	364000
8	145.598	148.875	-80000	352074
9	157.167	155.603	-100000	338740
0	-5.05184	8.44003	80000	486830
