LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)	px(MeV)	py(MeV)	pz(MeV)
0	1762.82	3.0215	90000	259466	45064.8	110.382	-255629
1	3526.24	14.6779	80000	250091	43520.7	294.813	-246382
2	5294.22	29.0369	70000	240121	41906.1	415.936	-236543
3	7061.12	53.262	60000	234165	40805	649.581	-230689
4	8825.83	84.6128	50000	207286	36020.3	663.735	-204239
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1763.82	1.83016	90000	259083	45024.5	149.014	-255248
1	3528.52	0.539844	80000	250770	43686.9	-0.906093	-247043
2	5294.53	-1.05688	70000	240260	41869.6	42.0367	-236691
3	7059.83	-2.38162	60000	229826	39985.9	-69.6025	-226428
4	8824.58	0.0390841	50000	223809	38796.3	179.834	-220528
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1761.32	0.411322	90000	260012	45108.9	41.2902	-256177
1	3525.19	-1.45738	80000	254117	44252.2	50.3052	-250341
2	5294.69	-4.85578	70000	248133	43289.5	-146.816	-244435
3	7069.91	-9.30961	60000	241709	42189.1	56.6293	-238106
4	8842.75	-3.4105	50000	236178	41225.4	183.604	-232659
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1767.52	3.48637	90000	259841	45180.3	146.003	-255990
1	3533.59	4.09618	80000	251642	43891.8	-58.5244	-247892
2	5304.52	1.61955	70000	245892	42954.1	47.4369	-242219
3	7077.29	5.50314	60000	240239	41988.1	94.0712	-236649
4	8853.01	7.45608	50000	233666	40894.7	-11.4556	-230167
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1762.31	-0.341024	90000	258126	44811.4	21.2289	-254313
1	3523.81	2.89769	80000	245644	42594.4	198.979	-242030
2	5283.41	12.3681	70000	239839	41552.1	233.973	-236319
3	7039.48	19.4327	60000	233381	40287.6	221.769	-229985
4	8797.26	34.3693	50000	223589	38779.2	365.606	-220307
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1760.44	3.69524	90000	259413	44969.2	159.666	-255593
1	3516.81	8.9272	80000	253821	43841.3	207.657	-250113
2	5268.19	12.0659	70000	246784	42576.2	34.3102	-243191
3	7023.86	15.7153	60000	203294	35128.9	134.483	-200343
4	8786.14	27.2854	50000	198011	34452.8	209.148	-195098
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1761.74	-1.36482	90000	259284	45044.9	14.5972	-255449
1	3529.15	-2.39843	80000	253858	44267.2	-116.739	-250076
2	5303.35	-6.83363	70000	248036	43348.7	-137.483	-244326
3	7078.57	-16.6577	60000	241642	42232.4	-203.839	-238030
4	8844.46	-22.8083	50000	233377	40578	28.0894	-229930
