LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.236658	-11.3487	80000	224711
1	3.12335	-56.3574	60000	204794
2	22.3933	-115.779	40000	192105
3	32.0945	-191.138	20000	155763
4	27.9672	-240.832	0	141099
5	33.3718	-255.823	-20000	129886
6	58.1434	-248.149	-40000	116684
7	65.9019	-215.296	-60000	102222
8	96.7336	-140.655	-80000	88697.8
9	33.6451	-63.259	-100000	75476.5
0	-7.04188	6.3289	80000	229084
1	-27.5043	12.2669	60000	207808
2	-49.6323	13.5846	40000	187706
3	-77.1185	5.95347	20000	174397
4	-122.231	8.02289	0	159442
5	-182.847	8.41576	-20000	146289
6	-269.302	26.4776	-40000	135308
7	-364.333	42.3148	-60000	112441
8	-447.141	28.1453	-80000	98910.3
9	-524.482	-4.95181	-100000	87808.2
0	3.83878	5.96024	80000	228469
1	-1.81949	39.6226	60000	215245
2	-14.6171	60.1116	40000	198954
3	-27.4035	95.2236	20000	185706
4	-40.2587	140.485	0	169135
5	-35.2754	208.005	-20000	157795
6	-12.3066	271.486	-40000	141024
7	2.40971	320.733	-60000	128433
8	35.0779	400.925	-80000	115402
9	66.113	494.542	-100000	103346
0	9.29655	-18.4976	80000	228152
1	34.4942	-36.5887	60000	213598
2	55.5756	-81.3283	40000	200622
3	69.6752	-141.284	20000	187747
4	74.747	-197.359	0	175348
5	107.657	-231.286	-20000	163066
6	149.336	-287.116	-40000	147052
7	228.999	-329.571	-60000	131323
8	315.97	-410.041	-80000	118031
9	340.162	-509.255	-100000	106182
0	0.286235	-16.5344	80000	199848
1	-12.5913	-37.5238	60000	188444
2	-33.5356	-44.4561	40000	171491
3	-79.9985	-28.0519	20000	152492
4	-118.48	-32.8306	0	139411
5	-151.911	-14.8174	-20000	127256
6	-182.052	-14.6035	-40000	115105
7	-220.633	3.03163	-60000	104028
8	-232.06	14.5778	-80000	93558
9	-249.373	41.9522	-100000	80763.5
0	-11.5522	6.59839	80000	230061
1	-37.3757	12.9391	60000	215278
2	-84.4057	0.82281	40000	204270
3	-121.875	-5.78754	20000	191772
4	-132.043	-29.6893	0	179688
5	-170.851	-46.4896	-20000	159894
6	-196.071	-30.2443	-40000	147173
7	-204.271	-35.4611	-60000	132584
8	-205.855	-23.6714	-80000	115377
9	-237.43	-28.053	-100000	103251
0	-5.01026	5.02867	80000	230301
1	-17.632	-3.05187	60000	216904
2	-14.3491	-12.454	40000	199091
3	-5.41377	-49.384	20000	186274
4	-3.96895	-82.2983	0	170831
5	21.5244	-110.542	-20000	157664
6	49.4423	-167.594	-40000	144530
7	89.0851	-236.133	-60000	130323
8	142.567	-300.124	-80000	118668
9	206.021	-307.395	-100000	100347
0	-11.0387	-13.9584	80000	228544
1	-21.0317	-44.5998	60000	216819
2	-21.4604	-66.0452	40000	193776
3	-26.539	-92.9821	20000	179677
4	-49.0478	-131.029	0	166806
5	-62.4321	-181.096	-20000	155013
6	-86.8833	-230.794	-40000	142438
7	-123.291	-282.706	-60000	127396
8	-124.611	-378.618	-80000	115108
9	-65.9513	-474.876	-100000	102120
0	6.36414	11.027	80000	229793
1	3.75758	49.8856	60000	216234
2	6.08206	97.5865	40000	202976
3	-6.25837	151.213	20000	190515
4	-44.6157	179.654	0	178431
5	-79.1537	182.909	-20000	166441
6	-87.5406	183.19	-40000	153150
7	-88.111	205.447	-60000	88149.9
8	-105.031	166.219	-80000	72745
9	-119.136	124.195	-100000	61034.4
0	11.1471	-12.6153	80000	229569
1	3.37269	-10.6975	60000	140463
2	-2.00681	19.8468	40000	127789
3	18.9821	59.3803	20000	116439
4	-15.3886	73.8016	0	101586
5	-59.2038	106.266	-20000	89701.2
6	-169.83	186.035	-40000	75931.5
7	-268.778	284.032	-60000	64341
8	-318.924	349.282	-80000	49715.5
9	-383.544	409.642	-100000	34604.3
0	-4.52001	-13.8872	80000	224572
1	-16.869	-46.3998	60000	210262
2	-50.4198	-63.4257	40000	187557
3	-63.4261	-102.472	20000	174544
4	-56.9457	-133.57	0	161147
5	-47.0951	-142.008	-20000	148078
6	-36.5294	-132.171	-40000	136208
7	-22.6863	-99.7944	-60000	123389
8	-31.7876	-19.3216	-80000	107874
9	-49.1984	43.1117	-100000	89250.7
0	-16.9769	4.6957	80000	230181
1	-42.2793	31.8902	60000	216576
2	-49.2761	63.5966	40000	204771
3	-49.7602	103.061	20000	189514
4	-30.6291	91.8099	0	178148
5	7.03074	92.8101	-20000	154631
6	38.4516	119.294	-40000	142022
7	66.9169	173.207	-60000	128833
8	99.7353	226.158	-80000	112447
9	81.6432	296.306	-100000	101973
0	2.32261	-5.32872	80000	225411
1	-4.52161	-30.9563	60000	212266
2	-24.1806	-70.275	40000	199040
3	-41.6082	-138.638	20000	187116
4	-44.565	-213.435	0	172226
5	-37.4624	-287.236	-20000	160343
6	-14.422	-356.739	-40000	146282
7	14.3557	-467.899	-60000	133330
8	102.961	-566.164	-80000	122277
9	219.443	-617.872	-100000	109848
0	1.35633	2.87011	80000	230324
1	12.04	7.86722	60000	154013
2	58.6362	47.8139	40000	110649
3	106.935	62.4804	20000	97251
4	132.642	59.5154	0	77900.7
5	140.141	6.01702	-20000	66470.2
6	187.011	6.70599	-40000	53970.7
