LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-3.09598	4.26809	80000	410622
1	-6.0717	17.2496	60000	395610
2	-6.99855	31.2284	40000	379025
3	3.10139	27.4307	20000	349615
4	12.3798	19.8756	0	326725
5	19.5456	24.3785	-20000	313059
6	37.9877	45.4494	-40000	301602
7	64.9391	64.3457	-60000	288998
8	102.918	58.7624	-80000	256176
9	158.77	55.5835	-100000	241641
0	4.50691	5.98064	80000	404954
1	10.0028	10.7786	60000	384523
2	25.1842	16.2915	40000	371350
3	35.5343	6.36963	20000	357194
4	40.2233	-3.28164	0	339812
5	49.015	10.7391	-20000	324771
6	60.0957	33.52	-40000	310010
7	79.9704	53.5575	-60000	295628
8	91.6107	79.9772	-80000	279351
9	98.5186	106.255	-100000	265454
0	10.4954	-10.6222	80000	408664
1	24.563	-25.0867	60000	396904
2	43.4927	-40.7359	40000	384879
3	69.6008	-50.7445	20000	364670
4	99.2674	-43.0495	0	349982
5	132.001	-36.8732	-20000	334066
6	163.174	-36.5417	-40000	321999
7	179.177	-33.2923	-60000	300921
8	181.091	-35.6488	-80000	286413
9	178.506	-33.5802	-100000	273659
0	2.24578	-8.2039	80000	406671
1	-3.26977	-11.3858	60000	384132
2	-7.7978	-17.9788	40000	371917
3	-1.56857	-32.8832	20000	359444
4	1.75491	-50.8688	0	341775
5	-0.160904	-82.0312	-20000	330016
6	-4.7856	-120.417	-40000	316156
7	-11.6006	-147.842	-60000	301479
8	-23.6588	-163.861	-80000	289101
9	-51.467	-175.937	-100000	275658
0	12.3038	7.88519	80000	401596
1	42.6326	13.0171	60000	388845
2	84.6552	20.4345	40000	368680
3	126.403	28.4035	20000	353124
4	184.442	46.1076	0	338063
5	263.987	83.0455	-20000	317566
6	350.203	120.14	-40000	304651
7	427.361	149.381	-60000	292527
8	522.883	178.918	-80000	277151
9	641.61	203.46	-100000	265259
0	2.30079	-2.01493	80000	410360
1	-1.1123	-3.76952	60000	397232
2	-22.8673	-3.2574	40000	382697
3	-59.3052	-5.02561	20000	364745
4	-120.273	-13.9829	0	343351
5	-179.426	-27.5832	-20000	331394
6	-242.629	-38.8492	-40000	318317
7	-298.95	-63.0021	-60000	302555
8	-353.499	-98.0036	-80000	287860
9	-412.076	-130.901	-100000	274833
0	-4.9131	-7.03613	80000	406184
1	-11.3146	-18.9082	60000	390931
2	-10.6579	-26.2257	40000	375716
3	-14.6191	-17.3944	20000	363216
4	-21.723	-14.5006	0	349641
5	-21.9396	-20.8356	-20000	335911
6	-20.5629	-21.9852	-40000	323843
7	-15.1874	-25.1603	-60000	312068
8	-24.6498	-37.2445	-80000	298153
9	-57.0997	-59.3896	-100000	286804
0	3.46357	-1.60866	80000	407640
1	8.83043	11.3166	60000	393983
2	17.836	34.7195	40000	382883
3	33.7773	50.7704	20000	369449
4	49.4123	67.6917	0	354146
5	65.0097	68.7818	-20000	334071
6	100.662	58.0492	-40000	317563
7	144.618	40.1779	-60000	299411
8	168.069	26.7765	-80000	287256
9	173.211	24.9871	-100000	274208
0	1.48764	6.3626	80000	410494
1	12.1398	16.3518	60000	390982
2	24.3607	7.37047	40000	345644
3	29.1704	-14.0314	20000	330006
4	37.9862	-27.5746	0	310554
5	43.6801	-32.5435	-20000	280118
6	82.6714	-44.9445	-40000	262416
7	160.703	-53.5121	-60000	249389
8	245.159	-48.5878	-80000	225326
9	320.792	-69.5748	-100000	197693
0	-6.05769	-4.24853	80000	403733
1	-21.2737	-6.78392	60000	390443
2	-43.0751	-24.4161	40000	378655
3	-67.4553	-46.4792	20000	356729
4	-88.4518	-92.3885	0	341104
5	-99.7394	-156.797	-20000	326283
6	-110.784	-235.708	-40000	314293
7	-117.851	-325.624	-60000	299076
8	-122.504	-426.65	-80000	285820
9	-144.278	-530.247	-100000	262488
0	-1.30036	-0.124542	80000	408280
1	6.32654	7.81605	60000	340925
2	11.1383	9.0356	40000	327341
3	23.498	12.0468	20000	312524
4	22.6738	1.72381	0	300805
5	5.76316	-35.7545	-20000	287880
6	6.98648	-72.8884	-40000	261395
7	-1.05929	-143.177	-60000	244678
8	-22.8292	-232.357	-80000	232897
9	-56.453	-290.251	-100000	136916
0	11.9462	-7.68546	80000	373385
1	32.5404	-20.1636	60000	358335
2	55.0113	-21.7005	40000	342344
3	82.5587	-8.0325	20000	330984
4	115.204	-6.17695	0	315411
5	146.107	7.44584	-20000	294245
6	193.933	28.5203	-40000	258602
7	216.054	41.5973	-60000	244692
8	223.54	39.8559	-80000	225263
9	216.61	50.3539	-100000	212484
0	-7.65705	5.7096	80000	409266
1	-10.1337	13.9749	60000	395500
2	-19.3529	21.6358	40000	374081
3	-27.7519	25.5441	20000	362781
4	-41.1242	28.553	0	334609
5	-54.5663	35.3083	-20000	322301
6	-67.5452	51.5517	-40000	308357
7	-86.5989	71.5433	-60000	287584
8	-111.548	98.0066	-80000	273189
9	-142.453	111.162	-100000	259004
0	-3.41228	8.26192	80000	409775
1	-9.92663	18.5317	60000	393906
2	-6.02602	30.6799	40000	374508
3	2.78362	51.3735	20000	349660
4	12.0151	59.2767	0	336380
5	5.25615	58.5395	-20000	325014
6	-8.40198	38.1754	-40000	310017
7	-7.8261	17.5671	-60000	283354
8	6.74148	-2.81637	-80000	265129
9	24.0314	-19.8792	-100000	252055
0	3.46037	6.04279	80000	409409
1	11.6475	21.1892	60000	397161
2	24.8944	42.5771	40000	384282
3	43.8984	65.4516	20000	365154
4	74.5122	80.5582	0	330904
5	103.864	99.7149	-20000	318754
6	130.017	121.248	-40000	288504
7	161.705	109.671	-60000	271939
8	186.738	103.674	-80000	258263
9	220.939	103.716	-100000	242291
0	4.2948	3.21138	80000	409652
1	5.20319	3.63737	60000	393122
2	6.80502	8.73141	40000	381494
3	6.46983	25.014	20000	356216
4	7.78512	66.4212	0	341736
5	10.2693	119.646	-20000	328759
6	9.58372	186.137	-40000	314666
7	11.383	264.731	-60000	302518
8	-2.70641	341.658	-80000	289077
9	-31.4115	404.505	-100000	276280
0	1.69592	-7.49734	80000	409802
1	-11.468	-12.3413	60000	393603
2	-24.0409	-13.8481	40000	376555
3	-35.298	-17.0231	20000	355341
4	-37.6597	-14.0312	0	336547
5	-50.7866	-25.7673	-20000	322561
6	-69.6114	-52.7447	-40000	309159
7	-82.6429	-75.1899	-60000	264368
8	-96.5358	-90.3186	-80000	248209
9	-132.717	-95.3464	-100000	236435
0	-0.0252871	-4.22485	80000	400077
1	12.7583	-15.0609	60000	382821
2	28.9169	-35.4467	40000	369792
3	52.4176	-62.5636	20000	348557
4	78.9991	-76.7221	0	337510
5	105.843	-81.6804	-20000	324056
6	137.121	-87.2877	-40000	309183
7	177.18	-90.3281	-60000	292872
8	218.352	-93.0919	-80000	275982
9	271.864	-95.3995	-100000	254263
0	8.16604	3.54722	80000	405193
1	26.383	-3.97482	60000	392631
2	56.697	-9.51314	40000	380016
3	85.1542	-18.8526	20000	365057
4	107.978	-40.1746	0	350885
5	123.668	-69.1454	-20000	338702
6	151.296	-90.2444	-40000	327233
7	166.995	-106.403	-60000	309922
8	170.447	-121.471	-80000	291141
9	185.26	-127.969	-100000	277387
0	-2.82984	3.43617	80000	402438
1	6.11616	5.73582	60000	388407
2	28.2161	-8.69026	40000	371544
3	47.057	-21.5837	20000	353357
4	63.7531	-33.8859	0	316833
5	81.0289	-30.8123	-20000	296511
6	102.402	-33.2742	-40000	279371
7	98.7167	-40.8398	-60000	267851
8	89.1303	-53.9174	-80000	252632
9	80.8631	-77.3807	-100000	241631
0	0.0893123	-6.89846	80000	406127
1	-12.385	-17.241	60000	393476
2	-31.4128	-19.8259	40000	381956
3	-49.8318	-30.9614	20000	365841
4	-74.9407	-42.2354	0	351023
5	-101.427	-68.2025	-20000	335383
6	-114.578	-106.255	-40000	315251
7	-127.975	-152.896	-60000	294799
8	-141.223	-206.286	-80000	282508
9	-153.348	-268.432	-100000	268643
0	-0.386292	-1.5225	80000	412255
1	8.44213	-2.7707	60000	399562
2	29.6657	-23.358	40000	387064
3	50.5317	-47.8838	20000	372934
4	66.6644	-67.5702	0	359206
5	90.6593	-74.6804	-20000	340672
6	135.711	-67.8974	-40000	320397
7	213.039	-42.2011	-60000	232401
8	303.996	-13.3151	-80000	205056
9	417.11	34.2342	-100000	188787
0	3.89716	2.45825	80000	408909
1	17.1268	0.644011	60000	393198
2	28.0411	-12.0531	40000	375030
3	48.8135	-39.5212	20000	363040
4	72.7655	-73.6967	0	332844
5	113.241	-115.274	-20000	320646
6	170.944	-159.203	-40000	301076
7	241.97	-206.465	-60000	289800
8	300.223	-242.085	-80000	277324
9	375.805	-280.165	-100000	256197
0	4.06188	4.98035	80000	410048
1	12.4592	23.5273	60000	395303
2	21.8282	46.0963	40000	382189
3	28.4356	56.4172	20000	368786
4	37.2213	55.6684	0	353114
5	50.8934	47.1187	-20000	323634
6	58.9565	24.1895	-40000	300566
7	75.8985	-9.85408	-60000	284579
8	111.922	-37.6452	-80000	267485
9	147.27	-72.0244	-100000	254466
0	-3.20072	5.4935	80000	403403
1	-3.88788	15.6096	60000	385677
2	2.0459	23.8151	40000	372787
3	14.6123	16.2831	20000	350464
4	34.4542	-3.82205	0	335774
5	74.1159	-24.1844	-20000	320945
6	113.637	-29.209	-40000	305069
7	148.133	-26.3532	-60000	274201
8	178.348	-32.6896	-80000	262927
9	211.407	-31.3318	-100000	250849
0	-0.177164	-2.90282	80000	406625
1	-0.882924	-3.20956	60000	386656
2	-10.1957	-7.82779	40000	369233
3	-29.8936	-26.0496	20000	355393
4	-36.6519	-41.6988	0	340030
5	-19.372	-60.7976	-20000	320095
6	23.6544	-93.1024	-40000	283917
7	73.3657	-138.622	-60000	211506
8	103.802	-170.134	-80000	198400
9	129.045	-204.36	-100000	169232
0	13.4439	-6.69636	80000	404874
1	34.2778	-6.97147	60000	392573
2	58.7389	-0.253324	40000	377910
3	79.2259	17.5221	20000	358108
4	105.679	37.0628	0	343675
5	132.902	64.9698	-20000	326233
6	132.76	84.3752	-40000	309975
7	129.282	97.772	-60000	297798
8	124.556	112.274	-80000	284620
9	109.656	149.739	-100000	268665
0	-2.61781	8.99857	80000	347767
1	-7.53193	22.9446	60000	334026
2	-13.2617	30.8171	40000	323020
3	-13.061	53.7849	20000	307252
4	-24.7249	92.194	0	292052
5	-47.6288	133.521	-20000	279767
