LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-2.85842	-2.94683	80000	208197
1	-19.736	3.59076	60000	191111
2	-13.5803	6.4416	40000	179575
3	14.5213	31.8359	20000	168993
4	38.9396	45.1578	0	154287
5	69.4502	64.6432	-20000	140689
6	94.3832	96.9873	-40000	120059
7	107.198	158.938	-60000	105954
8	83.9813	206.465	-80000	89916.7
9	37.1239	245.582	-100000	74230.9
0	5.11536	-14.8872	80000	207375
1	7.98624	-31.144	60000	193479
2	10.9741	-14.3426	40000	180539
3	30.8244	13.9961	20000	166032
4	58.8973	63.1003	0	153883
5	75.4614	109.287	-20000	142895
6	72.902	140.347	-40000	129801
7	72.8671	156.803	-60000	117757
8	32.9112	177.479	-80000	106221
9	-37.1552	174.743	-100000	94958.9
0	-3.08516	3.91746	80000	206896
1	-9.97524	21.1542	60000	194357
2	-36.267	33.9637	40000	180074
3	-97.0082	45.9631	20000	168106
4	-140.989	79.1123	0	155501
5	-178.836	135.486	-20000	143912
6	-245.247	212.541	-40000	132672
7	-307.825	277.331	-60000	120296
8	-374.725	311.987	-80000	107681
9	-451.89	356.934	-100000	96500.8
0	2.05437	-7.98805	80000	207830
1	7.58582	-23.5404	60000	151508
2	32.0899	-60.0529	40000	140374
3	42.9564	-131.311	20000	129832
4	56.5789	-226.453	0	117695
5	70.9464	-361.835	-20000	103503
6	89.4001	-479.506	-40000	92478.9
7	103.029	-610.414	-60000	79776.3
8	121.204	-798.889	-80000	68545.2
9	140.228	-1007.79	-100000	56515.3
0	-0.53714	-12.268	80000	200085
1	36.991	-18.2078	60000	188894
2	77.3847	-22.2861	40000	177689
3	105.433	-58.6318	20000	160907
4	130.18	-67.7039	0	147918
5	152.01	-65.027	-20000	133186
6	164.725	-44.52	-40000	115964
7	207.635	-43.7558	-60000	104606
8	257.773	-105.207	-80000	91807.4
9	255.75	-218.305	-100000	80739.2
0	2.82764	2.19372	80000	202031
1	30.9004	-6.14276	60000	186939
2	76.7442	-34.8183	40000	172336
3	126.307	-70.9181	20000	159664
4	212.261	-116.442	0	147644
5	275.245	-133.83	-20000	134090
6	324.808	-130.672	-40000	122327
7	394.694	-138.015	-60000	106377
8	500.326	-163.005	-80000	85598.8
9	650.953	-177.151	-100000	73489.8
0	-19.3414	0.493885	80000	207148
1	-74.0073	-8.4367	60000	193668
2	-149.708	-41.5197	40000	177931
3	-246.221	-109.374	20000	163636
4	-383.23	-143.317	0	151751
5	-558.69	-198.108	-20000	138484
6	-743.585	-271.759	-40000	123404
7	-935.741	-392.059	-60000	111986
8	-1100.48	-537.01	-80000	85183.8
9	-1207.26	-726.713	-100000	69622.3
0	4.31816	-5.19355	80000	209454
1	-17.7225	-25.7561	60000	198574
2	-29.6913	-32.7476	40000	186240
3	-59.5984	-40.9129	20000	174393
4	-169.905	-42.6689	0	127368
5	-319.057	-56.0182	-20000	116098
6	-483.514	-104.138	-40000	103184
7	-635.664	-160.359	-60000	92028.5
8	-760.663	-203.271	-80000	75410.6
9	-943.785	-230.382	-100000	62576.5
0	4.63121	10.9206	80000	207396
1	1.25596	41.2135	60000	182111
2	-31.5375	58.8998	40000	169884
3	-106.838	89.0681	20000	156474
4	-219.764	124.456	0	144395
5	-331.218	128.228	-20000	132041
6	-426.388	128.133	-40000	120671
7	-514.421	136.773	-60000	107114
8	-639.92	178.85	-80000	95127.6
9	-807.658	226.128	-100000	81287.4
0	11.159	-2.49929	80000	209258
1	16.428	-34.8438	60000	196511
2	17.7045	-70.6409	40000	184137
3	29.7361	-123.544	20000	168964
4	46.9196	-177.613	0	149915
5	33.8862	-243.042	-20000	138568
6	-2.69961	-339.486	-40000	123708
7	-83.3441	-458.314	-60000	112094
8	-137.44	-651.41	-80000	99172.5
9	-185.461	-906.008	-100000	84511.1
0	3.5581	-3.47525	80000	205537
1	15.3789	-8.85969	60000	191664
2	13.0065	-5.22118	40000	180143
3	1.10881	-3.33054	20000	168343
4	-23.5755	-9.23907	0	154189
5	-52.8192	3.89406	-20000	140912
6	-74.6455	28.2957	-40000	127713
7	-55.7121	66.1865	-60000	115314
8	-47.8252	151.907	-80000	102020
9	-42.382	208.505	-100000	88028.1
0	-0.210333	-36.4982	80000	205996
1	-5.8362	-95.6942	60000	191231
2	-17.0341	-186.431	40000	168424
3	6.09146	-293.264	20000	156283
4	63.729	-444.109	0	143169
5	98.455	-617.582	-20000	128714
6	92.6005	-788.19	-40000	118524
7	97.5077	-1013.79	-60000	104783
8	69.195	-1228.84	-80000	93067
9	-29.1398	-1386.1	-100000	81074.5
0	-11.9459	1.95141	80000	208615
1	-38.7662	17.3477	60000	196457
2	-82.8995	47.3485	40000	184991
3	-110.842	63.9605	20000	172791
4	-141.351	96.5838	0	161307
5	-145.671	141.43	-20000	150581
6	-128.63	208.032	-40000	127410
7	-129.867	310.989	-60000	103154
8	-173.698	407.7	-80000	87798.7
9	-264.518	530.964	-100000	75224
0	5.79033	-8.33979	80000	204913
1	6.12455	-30.1	60000	191030
2	0.309029	-36.3683	40000	173827
3	-35.9925	-32.3163	20000	162923
4	-39.5262	-12.6111	0	151637
5	-36.8844	15.2203	-20000	141100
6	-51.432	23.4413	-40000	123240
7	-108.372	42.2682	-60000	110420
8	-146.662	48.2765	-80000	96399.5
9	-131.724	92.0962	-100000	84723.8
0	-3.69428	-9.11295	80000	191343
1	-21.119	-16.898	60000	179484
2	-59.3208	17.2701	40000	167503
3	-78.1298	81.5259	20000	156008
4	-87.61	148.393	0	140223
5	-73.7883	189.81	-20000	127969
6	-61.6218	211.299	-40000	115400
7	-73.354	225.223	-60000	98491.2
8	-123.611	293.566	-80000	86015.8
9	-167.415	414.193	-100000	70725.2
0	-1.91621	-10.7401	80000	201045
1	-23.5645	-1.98033	60000	188256
2	-61.5572	10.4051	40000	176765
3	-107.222	37.325	20000	159440
4	-155.29	75.6024	0	146505
5	-190.424	146.621	-20000	134943
6	-187.576	213.159	-40000	122765
7	-188.973	281.769	-60000	112129
8	-164.378	324.662	-80000	70227.3
9	-125.377	341.076	-100000	59494.7
0	-22.4307	-1.58999	80000	206570
1	-72.1002	17.6923	60000	189661
2	-124.852	40.3974	40000	174854
3	-219.724	56.0295	20000	159026
4	-300.338	77.4806	0	145936
5	-396.65	80.5567	-20000	134261
6	-508.778	90.6529	-40000	122127
7	-638.552	115.383	-60000	111799
8	-758.342	132.85	-80000	98774.7
9	-894.282	183.122	-100000	85923
0	-3.13261	-2.51289	80000	209423
1	-18.2919	-7.8561	60000	196381
2	-14.1911	-3.97277	40000	183820
3	24.0327	3.32924	20000	172063
4	78.1658	34.8543	0	160236
5	159.31	55.7279	-20000	126673
6	211.757	80.1192	-40000	112862
7	259.118	77.2394	-60000	101728
8	320.716	83.9917	-80000	88614.4
9	431.391	119.744	-100000	76440.2
0	-4.20427	-12.2227	80000	202916
1	-5.94918	-19.4014	60000	190412
2	-20.0832	-48.5024	40000	177929
3	-32.4961	-59.836	20000	165426
4	-60.9953	-63.6485	0	151231
5	-72.7795	-60.5117	-20000	91463.3
6	-90.2577	-74.9736	-40000	66152.8
7	-102.472	-102.139	-60000	51145.7
8	-262.7	-90.0569	-80000	39171
9	-419.873	-108.235	-100000	27838.3
0	-0.0054692	11.8788	80000	204725
1	-8.6286	16.3023	60000	190479
2	-42.5593	20.3702	40000	166460
3	-48.8874	62.2341	20000	153931
4	-60.308	93.03	0	123323
5	-72.1469	107.076	-20000	108333
6	-72.925	165.416	-40000	94035.6
7	-89.0583	234.737	-60000	78224
8	-162.316	318.837	-80000	67811.3
9	-271.92	482.774	-100000	56333.6
0	9.18916	-22.9367	80000	208731
1	38.8849	-80.2853	60000	195050
2	77.0713	-154.343	40000	177369
3	100.374	-213.438	20000	162810
4	98.2255	-271.683	0	149792
5	95.6953	-292.874	-20000	137353
6	65.8784	-305.134	-40000	125561
7	78.2837	-310.85	-60000	111851
8	117.761	-318.402	-80000	99751.2
9	87.7421	-365.136	-100000	85396
0	-3.33063	-1.80304	80000	203957
1	-28.0559	-3.1688	60000	189054
2	-65.8795	-29.0852	40000	174980
3	-118.877	-62.842	20000	161625
4	-171.042	-94.1295	0	149808
5	-194.112	-115.181	-20000	139253
6	-197.299	-137.717	-40000	124098
7	-195.531	-164.819	-60000	110404
8	-183.096	-159.698	-80000	96884.2
9	-66.1031	-162.942	-100000	85923.5
0	6.32381	9.06757	80000	191796
1	-10.9936	38.2615	60000	180573
2	-33.5779	75.8456	40000	167786
3	-63.6658	128.16	20000	156389
4	-90.3591	172.997	0	140511
5	-111.617	240.372	-20000	129348
6	-97.859	310.119	-40000	117046
7	-97.9365	373.781	-60000	105995
8	-103.897	381.093	-80000	93982.3
9	-81.5371	423.45	-100000	77065.2
0	23.4241	-14.7879	80000	179707
1	39.8279	-67.7662	60000	167932
2	30.17	-105.729	40000	153528
3	29.1301	-87.8952	20000	142024
4	19.9713	-39.2511	0	127911
5	-5.4329	22.8314	-20000	115055
6	-28.8126	80.8013	-40000	103430
7	-22.0341	80.4563	-60000	80665.7
8	-47.1442	33.6298	-80000	69868.7
9	-85.9935	-14.5279	-100000	59207.3
0	-2.24843	-10.283	80000	208244
1	-0.866909	-50.7198	60000	196426
2	6.38184	-88.3767	40000	183402
3	28.3873	-97.7815	20000	165794
4	57.0547	-96.5617	0	153171
5	72.7731	-103.122	-20000	141618
6	48.6215	-136.302	-40000	129019
7	56.0744	-173.497	-60000	114612
8	22.6947	-231.5	-80000	102263
9	-36.7031	-265.415	-100000	91201.9
0	-38.5013	26.626	80000	170501
1	-59.1683	57.0198	60000	158220
2	-74.2943	80.9984	40000	144251
3	-103.34	152.023	20000	130343
4	-119.409	234.581	0	113737
5	-139.47	268.802	-20000	101336
6	-188.361	311.455	-40000	90060.8
7	-199.241	331.606	-60000	76652.6
8	-193.637	374.361	-80000	60569.1
9	-89.5954	475.603	-100000	45996.4
0	-8.76832	-0.330247	80000	202580
1	-8.16951	24.7618	60000	191829
2	-16.4212	33.5065	40000	179068
3	-19.3941	22.1135	20000	167302
4	-4.28348	-4.82554	0	150825
5	-4.61055	-31.8953	-20000	127909
6	1.06705	-59.0473	-40000	107113
7	-29.8762	-91.1695	-60000	90120
8	-91.6498	-71.0313	-80000	78021.4
9	-48.6463	-35.3355	-100000	66318.1
0	5.64553	-0.277457	80000	208934
1	5.99295	44.0698	60000	195691
2	20.1502	113.863	40000	179677
3	30.8461	149.683	20000	137348
4	25.7737	135.902	0	123060
5	4.21205	132.592	-20000	111425
6	21.0014	156.711	-40000	96243.3
7	44.8272	209.111	-60000	83265.8
8	23.9683	294.934	-80000	69460.8
9	-0.122986	368.992	-100000	58702.8
0	10.658	7.43902	80000	207549
1	17.7468	2.94055	60000	191366
2	43.906	-25.6628	40000	168891
3	93.0115	-61.322	20000	157858
4	133.682	-109.637	0	145426
5	189.003	-167.237	-20000	130367
6	251.051	-212.128	-40000	118680
7	292.151	-281.462	-60000	105164
8	271.241	-374.792	-80000	93932.7
9	197.557	-485.032	-100000	81994.1
0	-9.24875	3.61443	80000	208744
1	-15.6813	5.95606	60000	195549
2	-13.7443	3.94827	40000	181831
3	-5.2184	-9.34355	20000	170086
4	20.3972	-31.1379	0	158791
5	46.8839	-43.3774	-20000	145982
6	113.624	-14.0445	-40000	134555
7	175.4	12.9716	-60000	122358
8	206.754	39.8957	-80000	108422
9	220.64	44.3389	-100000	96011.3
0	17.0683	4.12762	80000	207320
1	44.6518	30.1564	60000	195749
2	72.9541	78.7382	40000	180054
3	104.343	141.316	20000	165092
4	116.918	213.598	0	152002
5	165.218	277.595	-20000	141035
6	234.971	343.276	-40000	128062
7	326.999	439.237	-60000	115190
8	428.656	568.628	-80000	103463
9	481.124	779.343	-100000	89758.6
0	-19.8975	-4.52459	80000	206153
1	-42.132	-13.8555	60000	193592
2	-45.7211	3.43063	40000	182394
3	-60.0123	8.11533	20000	168704
4	-93.5389	11.6327	0	140833
5	-172.737	-26.325	-20000	114215
6	-262.113	-48.015	-40000	99961.5
7	-373.471	-66.1098	-60000	88116.9
8	-485.183	-77.4874	-80000	76357.2
9	-613.783	-162.935	-100000	58310.8
0	4.17073	-8.30475	80000	208996
1	2.18008	-25.5724	60000	196928
2	7.09713	-30.9378	40000	184949
3	30.1973	-32.3639	20000	172327
4	49.0239	-32.414	0	159387
5	69.2746	-42.513	-20000	148003
6	70.5418	-49.0401	-40000	133255
7	127.467	-83.5583	-60000	91560.8
8	201.557	-129.683	-80000	80703.1
9	335.219	-215.914	-100000	69246.1
0	-3.1996	12.9085	80000	208253
1	-18.2317	20.8319	60000	192537
2	-30.8752	46.2374	40000	180850
3	-47.3051	88.7961	20000	167886
4	-90.1831	161.937	0	151906
5	-147.76	218.81	-20000	133972
6	-184.409	264.379	-40000	118829
7	-185.511	310.178	-60000	103745
8	-191.536	371.697	-80000	92425.2
9	-153.477	434.812	-100000	80686.8
0	-1.55428	6.28737	80000	206907
1	4.84555	-1.34555	60000	194644
2	-36.1839	-37.8328	40000	182278
3	-96.7433	-122.465	20000	170510
4	-144.861	-195.567	0	139333
5	-192.905	-215.228	-20000	124729
6	-239.997	-209.341	-40000	113344
7	-276.308	-237.1	-60000	94890.5
8	-344.739	-270.504	-80000	81002.3
9	-398.297	-301.673	-100000	67687.3
0	4.84955	1.27114	80000	207454
1	33.5348	6.39387	60000	193165
2	98.2515	27.2603	40000	181665
3	152.746	50.0917	20000	168975
4	189.899	67.1654	0	155575
5	235.887	55.5426	-20000	144705
6	306.527	46.2864	-40000	130345
7	323.479	26.9899	-60000	119422
8	266.544	41.4576	-80000	108292
9	223.338	27.1505	-100000	95702.2
0	5.41933	9.79408	80000	182289
1	37.7641	13.6418	60000	168645
2	108.409	6.08202	40000	154193
3	175.202	4.07455	20000	140969
4	254.179	35.7043	0	128850
5	348.192	63.914	-20000	116832
6	460.777	128.727	-40000	105299
7	662.021	190.581	-60000	82628.8
8	865.242	222.152	-80000	71400.1
9	1019.01	221.727	-100000	59194.2
0	9.27203	-5.21275	80000	204516
1	11.671	-13.5531	60000	183609
2	34.0763	-18.2061	40000	124323
3	57.9107	-5.13253	20000	111646
4	62.1678	20.5228	0	97222.8
5	41.9238	50.8346	-20000	85524.2
6	41.6851	75.4477	-40000	70198.7
7	78.5233	87.3448	-60000	58856.1
8	150.823	104.209	-80000	44887.4
9	163.666	267.683	-100000	31548.3
0	0.63967	-9.04906	80000	208107
1	-10.9094	-42.3394	60000	196818
2	-38.3869	-66.89	40000	185689
3	-107.441	-70.9787	20000	171287
4	-162.037	-75.7671	0	159077
5	-236.481	-58.5121	-20000	139066
