LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)	px(MeV)	py(MeV)	pz(MeV)
0	0.58889	-0.956011	90000	664676	39.194	29.9898	-664782
1	1.95779	0.141755	80000	654992	30.7898	164.05	-655098
2	4.37592	3.6578	70000	640336	204.506	216.937	-640441
3	9.67603	5.38624	60000	629231	419.934	24.1498	-629337
4	17.5095	7.72912	50000	622969	488.71	191.03	-623075
5	25.0337	13.0144	40000	614547	325.772	385.452	-614652
6	30.3293	17.8197	30000	608742	334.626	395.708	-608848
7	35.838	24.5371	20000	601371	378.61	378.207	-601476
8	41.0939	29.2013	10000	594027	371.936	223.996	-594133
9	49.0692	31.7315	0	588164	530.933	67.1676	-588270
10	56.8002	31.6517	-10000	582469	450.321	3.43028	-582575
11	63.2851	31.4714	-20000	575326	327.991	32.1212	-575431
12	69.1515	31.9419	-30000	560791	337.821	94.3275	-560896
13	74.5907	32.1823	-40000	551616	249.402	-27.7135	-551722
14	79.5581	31.4598	-50000	544916	300.125	-29.2198	-545022
15	85.2027	30.6226	-60000	533397	354.302	-64.089	-533503
16	93.4917	29.0037	-70000	525671	479.557	-112.663	-525776
17	104.567	26.2016	-80000	519969	571.555	-141.638	-520074
18	116.528	22.5559	-90000	506148	707.082	-137.225	-506253
19	0	0	-100000	0	0	0	0
0	-0.244162	-0.622256	90000	658757	25.3108	66.403	-658863
1	0.606787	0.412822	80000	647012	160.086	130.325	-647118
2	1.88429	2.54484	70000	640541	-76.1627	76.7889	-640646
3	1.49111	3.47719	60000	627897	-125.934	68.0148	-628002
4	-1.86547	1.59627	50000	622316	-228.43	-252.324	-622421
5	-3.7929	-3.1416	40000	611851	55.9834	-285.735	-611957
6	-1.3641	-7.75741	30000	597637	260.114	-315.759	-597743
7	4.56176	-12.024	20000	591490	463.782	-252.671	-591596
8	12.4184	-16.5855	10000	576069	447.439	-357.637	-576175
9	19.4722	-24.0609	0	541671	405.628	-435.087	-541776
