LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)	px(MeV)	py(MeV)	pz(MeV)
0	15.3201	8.18034	90000	89719.4	188.648	-9.28958	-89824.8
1	37.3515	-1.68351	80000	82894.1	185.311	-150.356	-82999.4
2	45.2862	-10.1192	70000	77340.2	142.913	94.4171	-77445.6
3	66.7852	-3.40311	60000	70832.8	146.764	31.5946	-70938.2
4	70.0701	1.39687	50000	63224.7	-46.4339	59.2828	-63330.3
5	59.7052	-11.2151	40000	57228.2	-103.158	-162.641	-57333.4
6	61.8564	-54.3003	30000	51406.9	32.0277	-290.117	-51511.6
7	59.6697	-116.312	20000	45944.2	-172.565	-267.499	-46048.7
8	5.34645	-135.813	10000	40593.5	-461.256	40.7478	-40696.4
9	-116.677	-73.9229	0	31747.3	-335.924	403.595	-31848.4
10	-239.793	49.5531	-10000	26085.8	-411.253	298.805	-26186.3
11	-400.202	196.783	-20000	19994.5	-313.923	161.312	-20096.8
12	-504.058	375.063	-30000	14329.7	-107.288	378.35	-14429.6
13	-697.953	738.588	-40000	8870.38	-223.503	371.533	-8964.94
14	-999.948	1061.9	-50000	3487.33	-128.487	95.3573	-3587.87
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	-0.205348	2.8419	90000	89560.9	146.204	108.177	-89666.3
1	27.7112	23.8563	80000	83987.6	362.969	227.811	-84092.1
2	60.0523	66.3749	70000	78179.7	193.613	425.516	-78283.9
3	76.0665	125.145	60000	71381.5	-52.7599	538.728	-71485.1
4	56.5485	214.358	50000	49377.1	-194.496	575.715	-49478.9
5	19.8687	327.69	40000	43115.7	-97.9319	476.141	-43218.5
6	-26.2606	444.356	30000	36647.7	-262.057	483.475	-36749.1
7	-95.1336	597.5	20000	30503.8	-326.822	631.079	-30601.1
8	-180.63	813.163	10000	24509.5	-237.114	538.11	-24607.9
9	-308.059	1062.16	0	18344.6	-368.55	454.958	-18440.7
10	-492.472	1281.64	-10000	12732	-190.733	248.692	-12833.4
11	-609.811	1551.63	-20000	5114.4	-85.6332	282.86	-5210.61
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	-5.23201	1.78817	90000	89711.4	-125.821	40.2321	-89816.9
1	-21.129	-5.57436	80000	83817	-21.8296	47.6856	-83922.6
2	-12.2142	-5.3233	70000	77014.4	85.0977	-48.7862	-77120
3	-11.0911	-10.4677	60000	71159	-89.9502	-38.2124	-71264.5
4	-39.813	-19.6456	50000	65160.8	-221.321	-70.2115	-65265.9
5	-79.2049	-26.2884	40000	59302.9	-218.772	-80.4369	-59408
6	-113.032	-28.9703	30000	54027.2	-222.172	22.6099	-54132.3
7	-134.025	-32.2369	20000	48761.8	33.405	-74.0434	-48867.3
8	-143.917	-44.0324	10000	42003.9	8.15684	2.68844	-42109.4
9	-145.51	-17.9299	0	35312.7	-1.11561	345.97	-35416.5
10	-186.664	82.6587	-10000	29510.9	-181.026	325.771	-29614
11	-263.726	178.845	-20000	22544.1	-71.8952	237.942	-22648.1
12	-305.576	259.955	-30000	16954	-75.9534	64.6877	-17059
13	-321.511	333.065	-40000	10014	-16.8014	134.439	-10118.2
14	-419.705	256.622	-50000	3617.97	-45.445	-104.32	-3720.39
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	2.16508	-7.1423	90000	89818.3	94.9035	-177.518	-89923.7
1	10.8321	-17.9669	80000	83937.4	-50.8505	0.660085	-84042.9
2	0.0591312	-19.0447	70000	77707.4	-160.935	-124.168	-77812.7
3	-19.8604	-25.8486	60000	70752.4	-126.608	-68.6346	-70857.8
4	-42.2377	-51.4336	50000	65390	-181.252	-257.77	-65494.8
5	-61.09	-76.504	40000	59934.1	-6.18818	-127.368	-60039.5
6	-52.7779	-105.101	30000	54680.7	9.32722	-106.063	-54786.2
7	-81.5835	-114.86	20000	48746.1	-186.42	-110.641	-48851.2
8	-106.009	-161.435	10000	42178.3	-105.638	-161.919	-42283.4
9	-116.081	-197.175	0	37029.3	11.1596	-95.6734	-37134.7
10	-113.53	-183.512	-10000	31709.8	-33.343	99.707	-31815.1
11	-127.758	-133.789	-20000	26262.5	-102.66	211.486	-26366.9
12	-171.739	-46.2042	-30000	19805.1	-89.8281	167.371	-19909.6
13	-176.666	24.8316	-40000	11757.1	3.60256	58.4433	-11862.1
14	-185.791	242.645	-50000	6235.81	-97.744	175.133	-6337.42
15	-234.72	906.698	-60000	1019.69	4.68151	51.9999	-1119.16
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1.78339	3.68194	90000	89401.5	5.86691	74.6275	-89507.1
1	-2.26676	4.47067	80000	83469.9	-90.8392	9.95027	-83575.5
2	-12.3513	9.02091	70000	77299.2	-121.147	14.6532	-77404.7
3	-36.3799	17.9789	60000	71484.1	-215.193	197.361	-71589.1
4	-65.8912	50.7644	50000	65631.2	-200.035	234.321	-65736
5	-98.0783	86.9231	40000	58621.5	-197.301	152.943	-58726.5
6	-138.786	102.934	30000	52101.9	-140.314	175.33	-52206.9
7	-132.936	155.169	20000	46482.8	127.841	209.466	-46587.7
8	-107.057	215.133	10000	40531.4	56.5134	352.56	-40635.3
9	-85.7339	296.353	0	35122.2	26.6512	196.822	-35227.1
10	-76.4593	348.229	-10000	29832.9	-53.5491	140.834	-29938
11	-127.725	382.076	-20000	24580.1	-221.309	76.5207	-24684.5
12	-198.37	421.573	-30000	19446.4	-187.57	108.118	-19550.6
13	-315.45	439.836	-40000	14397.7	-181.296	82.4845	-14501.6
14	-482.718	400.065	-50000	8948.61	-261.414	-178.386	-9048.11
15	-866.174	284.565	-60000	1684.76	-186.507	24.5565	-1777.37
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	5.65751	-0.553615	90000	88756.4	-88.7392	-84.3218	-88861.9
1	-8.77146	-6.76833	80000	82946.7	-190.123	-98.8	-83052.1
2	-49.5603	-16.9063	70000	77237.1	-345.899	-118.924	-77341.9
3	-82.8767	-33.036	60000	67299.8	-140.033	1.70493	-67405.2
4	-123.656	-25.7002	50000	62281.9	-283.937	135.948	-62386.7
5	-159.677	1.26258	40000	56478.7	-184.804	102.079	-56583.9
6	-196.095	5.72482	30000	50654.8	-292.873	-0.586835	-50759.5
7	-266.329	21.3181	20000	45389.8	-339.762	99.9624	-45493.9
8	-306.46	91.2491	10000	33089.6	16.512	208.713	-33194.5
9	-316.008	150.769	0	27202.4	-136.11	300.659	-27305.9
10	-344.746	187.882	-10000	19524.3	19.4869	-79.8569	-19629.5
11	-370.188	159.124	-20000	13871	-74.4814	97.9	-13975.7
12	-426.635	191.288	-30000	8786.33	-133.595	1.02865	-8890.35
13	-483.463	81.6742	-40000	3862.06	118.658	-69.0559	-3963.93
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	-7.52317	5.27673	90000	89917.9	-161.75	175.242	-90023.2
1	-16.2844	14.238	80000	84490.7	-113.616	86.1422	-84596.1
2	-28.2052	11.9335	70000	78815.3	-59.6148	-106.773	-78920.7
