LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.161804	-0.163278	80000	6.2079e+06
1	-0.248372	0.00683711	60000	6.18463e+06
2	-0.967825	0.534047	40000	6.14846e+06
3	-1.8118	1.11181	20000	6.08148e+06
4	-2.93014	1.3536	0	5.94256e+06
5	-4.5604	1.61116	-20000	5.63488e+06
6	-6.56041	1.64311	-40000	5.56572e+06
7	-8.92233	1.52035	-60000	5.37925e+06
8	-11.3079	2.46799	-80000	5.35063e+06
9	-13.8446	3.13091	-100000	5.24302e+06
0	-0.442517	-0.250731	80000	6.22046e+06
1	-1.19588	-0.164895	60000	6.1579e+06
2	-1.56609	0.148409	40000	6.04013e+06
3	-2.51821	1.16502	20000	6.00071e+06
4	-4.04102	2.90111	0	5.9288e+06
5	-5.86987	5.40033	-20000	5.76709e+06
6	-6.57424	7.54321	-40000	5.74935e+06
7	-6.12684	9.50271	-60000	5.58639e+06
8	-6.03163	11.7301	-80000	5.48164e+06
9	-6.9793	13.7775	-100000	5.25308e+06
0	2.47467	0.40053	80000	3.34085e+06
1	7.98341	4.05453	60000	3.30833e+06
2	12.5233	8.14482	40000	3.27009e+06
3	16.5977	10.9944	20000	3.22293e+06
4	23.7708	13.665	0	2.7885e+06
5	31.3568	18.4498	-20000	2.73001e+06
6	38.8423	22.0881	-40000	2.70848e+06
7	47.5713	25.1263	-60000	2.65011e+06
8	56.009	28.9306	-80000	2.58275e+06
9	63.0415	32.9735	-100000	2.56321e+06
0	-0.339105	-0.0182639	80000	6.20961e+06
1	-0.679481	0.164532	60000	6.13e+06
2	-1.92077	0.595888	40000	6.10929e+06
3	-3.06752	1.12722	20000	5.65307e+06
4	-4.08307	0.870983	0	5.607e+06
5	-5.44817	1.28239	-20000	5.46051e+06
6	-7.67057	1.85246	-40000	5.42192e+06
7	-10.3212	2.90585	-60000	5.35691e+06
8	-12.8839	3.72045	-80000	5.34097e+06
9	-15.2639	4.50902	-100000	5.26704e+06
0	0.515285	-0.538	80000	6.22232e+06
1	0.701298	-0.987022	60000	6.20354e+06
2	0.518736	-2.19243	40000	6.12744e+06
3	0.809299	-1.83324	20000	3.6861e+06
4	1.64502	-0.685319	0	3.6285e+06
5	4.24873	2.07911	-20000	3.5898e+06
6	7.24308	3.70455	-40000	3.52432e+06
7	10.5119	4.37095	-60000	3.48628e+06
8	13.7996	4.58611	-80000	3.45592e+06
9	17.8388	6.23611	-100000	3.34099e+06
0	0.321819	0.649113	80000	6.22912e+06
1	-0.210142	1.78064	60000	6.18988e+06
2	-1.12489	3.19421	40000	6.16057e+06
3	-3.06995	4.36259	20000	5.56797e+06
4	-5.18976	5.49809	0	5.43099e+06
5	-7.55523	5.36683	-20000	5.16373e+06
6	-10.4336	5.33339	-40000	5.11206e+06
7	-14.3346	5.3892	-60000	4.9682e+06
8	-18.1911	4.31077	-80000	4.89311e+06
9	-22.8686	1.48717	-100000	4.86571e+06
0	-0.412302	0.696113	80000	6.26473e+06
1	-2.50118	0.767068	60000	6.16299e+06
2	-4.74235	0.681692	40000	6.13074e+06
3	-6.10071	1.07573	20000	6.10566e+06
4	-7.24642	1.90298	0	6.05971e+06
5	-9.00035	3.48999	-20000	6.033e+06
6	-10.6798	4.80994	-40000	5.89468e+06
7	-12.0111	6.43192	-60000	5.59686e+06
8	-12.9231	8.14428	-80000	5.52563e+06
9	-14.256	9.38863	-100000	5.44865e+06
0	0.583887	-0.245005	80000	6.23765e+06
1	0.0389202	-1.37894	60000	6.18308e+06
2	-0.687175	-2.3931	40000	6.10911e+06
3	-2.56968	-3.5736	20000	5.72453e+06
4	-4.10028	-4.89204	0	5.6953e+06
5	-6.20444	-6.00562	-20000	5.65723e+06
6	-8.99794	-6.79838	-40000	5.63018e+06
7	-12.4804	-8.0567	-60000	5.55603e+06
8	-15.8237	-10.8228	-80000	5.41819e+06
9	-18.5972	-14.6402	-100000	5.38417e+06
0	0.352045	-0.49567	80000	6.21276e+06
1	0.648152	-1.29044	60000	6.148e+06
2	0.00641311	-2.37917	40000	6.048e+06
3	-0.0999957	-3.55562	20000	6.03245e+06
4	-0.053102	-3.92982	0	5.77571e+06
5	-0.0928651	-3.53609	-20000	5.7416e+06
6	-1.14496	-3.30995	-40000	5.65633e+06
7	-2.05678	-2.49554	-60000	5.63873e+06
8	-3.64079	0.332722	-80000	5.07176e+06
9	-4.89045	4.36387	-100000	5.02521e+06
0	-0.496104	0.214724	80000	6.21549e+06
1	-2.27354	0.666204	60000	6.13083e+06
2	-4.61299	0.872845	40000	6.00464e+06
3	-6.77082	1.09997	20000	5.91495e+06
4	-9.18272	0.915207	0	3.99667e+06
5	-11.1702	1.357	-20000	3.90532e+06
6	-12.2377	3.23801	-40000	3.87321e+06
7	-11.8146	5.49325	-60000	3.84567e+06
8	-10.5295	8.17036	-80000	3.79071e+06
9	-6.97504	9.33701	-100000	3.73034e+06
0	0.393485	0.125158	80000	6.25421e+06
1	1.35892	-0.117987	60000	6.18419e+06
2	3.23169	-0.00548749	40000	6.1473e+06
3	4.91832	0.543658	20000	5.86904e+06
4	6.5198	0.585691	0	5.83511e+06
5	7.9279	1.02271	-20000	5.79702e+06
6	9.46487	1.59403	-40000	5.75356e+06
7	10.5281	2.60664	-60000	5.55439e+06
8	11.0974	3.55117	-80000	5.49159e+06
9	10.8435	4.21154	-100000	5.4251e+06
0	0.123054	-0.439786	80000	6.21565e+06
1	-0.38251	-1.16091	60000	6.14577e+06
2	-0.551503	-2.69214	40000	6.08696e+06
3	-0.726962	-4.64466	20000	6.05927e+06
4	-0.433799	-6.98833	0	6.01682e+06
5	-0.472602	-9.73228	-20000	5.94688e+06
6	-0.988758	-13.0821	-40000	5.81846e+06
7	-1.74488	-16.8618	-60000	5.66154e+06
8	-3.22582	-19.9155	-80000	5.53777e+06
9	-4.84989	-23.3791	-100000	5.49602e+06
0	0.0517583	0.61725	80000	6.24117e+06
1	0.450201	1.66702	60000	6.21496e+06
2	1.36222	2.28217	40000	6.13312e+06
3	1.9566	3.08871	20000	5.95188e+06
4	2.76339	3.86021	0	5.91175e+06
5	3.09421	4.36255	-20000	5.88075e+06
6	3.47208	4.81741	-40000	5.79704e+06
7	3.43087	5.35591	-60000	5.75701e+06
8	2.18468	5.44418	-80000	5.65733e+06
9	1.10522	5.53994	-100000	5.39139e+06
0	-0.920291	-0.3936	80000	6.22243e+06
1	-2.56311	0.0128413	60000	6.09518e+06
2	-3.91843	0.694052	40000	5.91255e+06
3	-4.93252	0.945367	20000	5.88254e+06
4	-5.65327	0.963039	0	5.78105e+06
5	-5.98243	1.12071	-20000	5.66428e+06
6	-6.36124	1.42272	-40000	5.64014e+06
7	-6.60174	2.90286	-60000	3.14442e+06
8	-4.81404	4.08337	-80000	2.78586e+06
9	-1.27438	4.09985	-100000	2.75588e+06
0	-0.42236	0.323044	80000	6.22906e+06
1	-0.159581	1.01498	60000	6.15235e+06
2	-0.343336	1.92623	40000	6.10505e+06
3	-0.609688	2.26954	20000	6.05197e+06
4	-0.967703	2.65604	0	5.94817e+06
5	-0.986933	3.04553	-20000	5.75517e+06
6	-0.874535	3.31174	-40000	5.71122e+06
7	-1.22469	3.54063	-60000	5.65472e+06
8	-1.56679	2.63468	-80000	5.61728e+06
9	-1.14129	2.52577	-100000	5.55399e+06
0	0.360096	0.29223	80000	6.24814e+06
1	0.454332	0.524394	60000	6.07181e+06
2	1.67797	0.713288	40000	6.03767e+06
3	3.2038	1.24588	20000	6.02225e+06
4	5.32074	1.54063	0	5.96742e+06
5	7.70404	2.85972	-20000	5.84183e+06
6	9.5611	4.02729	-40000	5.78946e+06
7	11.0312	5.40608	-60000	5.7522e+06
8	12.6195	6.35225	-80000	5.72444e+06
9	14.4859	7.44968	-100000	5.5633e+06
0	-0.703977	-0.0797221	80000	6.24558e+06
1	-1.95839	-0.46964	60000	6.18847e+06
2	-3.16626	-0.9367	40000	6.08746e+06
3	-5.17024	-1.12609	20000	5.98025e+06
4	-7.11907	-1.64078	0	5.93109e+06
5	-9.41361	-1.42317	-20000	5.82098e+06
6	-12.2288	-1.55145	-40000	5.71389e+06
7	-16.2158	-1.80198	-60000	4.98126e+06
8	-20.0933	-2.03285	-80000	4.94872e+06
9	-23.9189	-2.88288	-100000	4.8811e+06
0	0.424317	-0.278353	80000	6.24078e+06
1	1.11073	-0.96754	60000	6.20925e+06
2	2.44907	-2.05876	40000	6.05669e+06
3	3.91419	-3.06733	20000	6.03179e+06
4	5.49062	-4.04126	0	5.97232e+06
5	6.7908	-5.15379	-20000	5.91269e+06
6	6.87	-6.23046	-40000	5.89073e+06
7	6.88906	-7.11744	-60000	5.80953e+06
8	7.51817	-7.35165	-80000	5.75253e+06
9	9.09523	-7.24292	-100000	5.71363e+06
0	0.736662	-0.501327	80000	6.23763e+06
1	2.41829	-1.86491	60000	6.18236e+06
2	3.94153	-3.12234	40000	5.88129e+06
3	5.58818	-4.54871	20000	5.85258e+06
4	8.43308	-3.37612	0	5.31098e+06
5	10.8405	-1.88388	-20000	5.21197e+06
6	13.5665	-0.277489	-40000	5.12443e+06
7	15.7425	1.16344	-60000	5.07709e+06
8	16.7648	2.76091	-80000	4.99119e+06
9	18.5854	4.65849	-100000	4.95132e+06
0	0.30945	0.249371	80000	6.24034e+06
1	1.06778	0.385478	60000	6.20205e+06
2	1.61215	0.546585	40000	6.1553e+06
3	1.61358	1.6839	20000	6.13203e+06
4	1.53762	4.04824	0	6.08483e+06
5	1.21193	6.80468	-20000	5.95507e+06
6	0.60663	9.896	-40000	5.82007e+06
7	0.689994	13.2854	-60000	5.67731e+06
8	0.716634	15.6518	-80000	5.59621e+06
9	1.19114	17.1052	-100000	5.52356e+06
0	-0.854063	0.458747	80000	6.21497e+06
1	-1.45726	1.84524	60000	6.09405e+06
2	-1.6347	3.27777	40000	6.03406e+06
3	-2.39986	5.58384	20000	5.28418e+06
4	-1.6955	8.72913	0	5.25474e+06
5	-0.846059	11.7073	-20000	5.18347e+06
6	0.644613	13.5973	-40000	5.14082e+06
7	1.58937	14.5986	-60000	5.05847e+06
8	2.22403	15.3699	-80000	5.03946e+06
9	2.78818	15.6488	-100000	4.99765e+06
0	-0.124432	-0.00219147	80000	6.15366e+06
1	-1.05661	0.254772	60000	5.38249e+06
2	-2.95545	0.706302	40000	5.34331e+06
3	-6.03411	1.05494	20000	5.30481e+06
4	-8.96554	0.513479	0	5.25548e+06
5	-11.9074	-0.52826	-20000	5.22707e+06
6	-15.0332	-1.63908	-40000	5.15635e+06
7	-19.326	-2.87415	-60000	5.12056e+06
8	-24.0429	-3.95325	-80000	5.06664e+06
