LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	1.43627	2.7115	80000	1.04118e+06
1	0.559157	1.92767	60000	1.01868e+06
2	-6.27267	1.87077	40000	992218
3	-11.4747	6.98911	20000	974650
4	-14.2607	15.1839	0	959365
5	-11.1052	22.3813	-20000	933477
6	-2.3303	24.8608	-40000	915418
7	6.27744	33.8242	-60000	883760
8	14.5193	40.2145	-80000	852251
9	18.506	46.9779	-100000	833974
0	-4.55067	2.15827	80000	1.05988e+06
1	-9.63142	3.75354	60000	1.03154e+06
2	-15.4026	3.84871	40000	1.00166e+06
3	-20.0647	5.33204	20000	969033
4	-26.3655	3.96462	0	942135
5	-30.9385	-2.7644	-20000	771784
6	-39.3424	-12.3359	-40000	750795
7	-47.5141	-18.3729	-60000	723416
8	-54.6459	-28.7955	-80000	697650
9	-67.3165	-33.8758	-100000	685434
0	0.27366	-1.45448	80000	1.05426e+06
1	7.0687	-3.10657	60000	1.01668e+06
2	11.7299	-5.60607	40000	985978
3	13.1005	-7.26313	20000	948135
4	8.9734	-4.34485	0	934715
5	4.33998	-2.25973	-20000	920698
6	2.67349	0.57074	-40000	902809
7	0.307991	5.05835	-60000	883826
8	-1.39011	13.4179	-80000	794604
9	-8.62652	20.6955	-100000	778370
0	0.45138	3.34889	80000	1.05423e+06
1	3.29519	9.48875	60000	985363
2	5.47113	15.7238	40000	973419
3	6.44602	24.0455	20000	949611
4	12.2799	27.9627	0	932328
5	15.7479	32.8402	-20000	917174
6	21.9284	39.1632	-40000	887382
7	22.6383	45.2433	-60000	867088
8	18.0799	59.6418	-80000	849126
9	13.6693	74.9782	-100000	814682
0	4.12451	-2.86869	80000	1.03031e+06
1	14.8997	1.65899	60000	999110
2	22.6307	6.02717	40000	985146
3	33.8436	8.64294	20000	959823
4	46.4008	13.8437	0	937572
5	61.1137	18.8953	-20000	925789
6	83.0327	24.5878	-40000	908190
7	108.497	32.3811	-60000	894731
8	134.438	38.3324	-80000	878710
9	161.095	43.5381	-100000	863989
0	-2.11544	-0.304625	80000	1.05939e+06
1	-6.04749	-1.44661	60000	1.04083e+06
2	-3.34077	-4.59245	40000	1.02285e+06
3	-0.0551818	-13.2186	20000	992017
4	4.51705	-17.5573	0	979604
5	12.4342	-20.4172	-20000	966324
6	18.2032	-23.0373	-40000	951330
7	22.8484	-28.6336	-60000	927438
8	25.2297	-34.6769	-80000	900051
9	27.8734	-37.1681	-100000	883932
0	3.80923	-2.53766	80000	1.05902e+06
1	12.6377	-2.04446	60000	1.0408e+06
2	27.1266	0.699324	40000	1.02145e+06
3	47.8859	2.09657	20000	1.00865e+06
4	65.2956	-1.6465	0	989547
5	80.6565	-5.44236	-20000	977019
6	97.0066	-6.81745	-40000	956292
7	111.809	-7.42663	-60000	902541
8	125.303	-4.1239	-80000	882452
9	136.506	-1.701	-100000	761667
0	-0.175707	-2.14333	80000	1.05268e+06
1	-1.14489	-7.42899	60000	1.02419e+06
2	-4.19238	-10.5181	40000	988080
3	-7.85122	-10.3318	20000	974930
4	-9.52131	-4.80897	0	948596
5	-11.2388	0.636401	-20000	887879
6	-16.2817	4.58012	-40000	870678
7	-19.569	1.9296	-60000	854032
8	-31.1644	0.926784	-80000	833871
9	-46.2131	-2.10981	-100000	804874
0	1.77865	0.96725	80000	1.05176e+06
1	-1.45769	5.29748	60000	1.02876e+06
2	-9.38762	11.3674	40000	1.00395e+06
3	-15.8576	22.1187	20000	975673
4	-25.6211	40.8621	0	892623
5	-38.597	65.6557	-20000	732559
6	-50.818	96.3734	-40000	715616
7	-60.3773	124.804	-60000	696126
