LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-5.32676	-28.1877	80000	186888
1	-12.3341	-78.6354	60000	173868
2	-27.8787	-125.214	40000	159553
3	-52.6599	-179.827	20000	146869
4	-86.9473	-246.27	0	131871
5	-117.299	-357.638	-20000	120726
6	-149.336	-439.844	-40000	109628
7	-171.363	-469.454	-60000	97500
8	-251.733	-495.077	-80000	79429.2
9	-433.574	-522.277	-100000	67846.8
0	-3.95548	4.16487	80000	190056
1	-6.11062	-10.3029	60000	178466
2	-20.2009	-27.8914	40000	165152
3	-50.4896	-50.0701	20000	152724
4	-122.576	-51.949	0	137596
5	-216.17	-79.6103	-20000	122679
6	-344.991	-106.661	-40000	109947
7	-488.342	-89.3526	-60000	98557.8
8	-625.451	-56.0491	-80000	86659.6
9	-776.513	32.3097	-100000	61035.6
0	10.9594	-14.4318	80000	189544
1	22.8991	-47.6199	60000	178218
2	34.0149	-77.6015	40000	161842
3	61.0388	-105.764	20000	147092
4	100.91	-126.053	0	135809
5	114.01	-191.884	-20000	121888
6	127.457	-249.777	-40000	110148
7	138.091	-288.102	-60000	99332.2
8	171.773	-264.609	-80000	87897.7
9	281.986	-216.029	-100000	72894.7
0	-9.77475	-8.95317	80000	170917
1	-5.8749	-21.5071	60000	156991
2	-29.9541	-18.8365	40000	145864
3	-51.4288	19.799	20000	133392
4	-74.2574	64.2974	0	121644
5	-90.185	99.9808	-20000	106754
6	-44.2249	106.449	-40000	94769.6
7	49.6629	115.679	-60000	83542.8
8	161.636	160.966	-80000	69666.8
9	237.968	268.347	-100000	57192
0	7.36448	-28.0921	80000	187541
1	8.02008	-68.0485	60000	171549
2	10.9195	-96.4929	40000	159656
3	-5.44995	-97.3795	20000	143405
4	-16.5755	-117.532	0	128436
5	-29.464	-130.529	-20000	116356
6	-47.7953	-157.449	-40000	103109
7	-53.8456	-215.353	-60000	91673
8	-95.9771	-251.265	-80000	80498.3
9	-113.352	-270.458	-100000	68775.2
0	6.21971	-16.3468	80000	189034
1	-2.45342	-32.2802	60000	176489
2	1.9856	-61.7382	40000	161395
3	61.9534	-91.4501	20000	149639
4	142.055	-99.972	0	124220
5	259.942	-94.2027	-20000	112408
6	425.686	-107.72	-40000	100091
7	644.353	-115.293	-60000	87697
8	899.865	-91.7419	-80000	75983.1
9	1218.53	-16.4157	-100000	64636.6
0	4.12826	2.41696	80000	186301
1	25.0548	17.6119	60000	171209
2	60.4068	46.9278	40000	156178
3	121.638	62.4987	20000	143481
4	177.129	55.6566	0	121928
5	275.116	9.41208	-20000	109333
6	421.571	-37.0217	-40000	93717.2
7	581.509	-67.9603	-60000	81807.5
8	747.304	-76.8405	-80000	67615.9
9	982.774	-59.1991	-100000	40511.1
0	18.8201	9.64395	80000	185926
1	37.6836	1.60832	60000	166741
2	53.7176	-12.0763	40000	153012
3	91.2358	-27.5145	20000	136704
4	98.0467	-27.3719	0	121366
5	127.284	9.89616	-20000	106615
6	196.358	77.5282	-40000	92461.1
7	303.601	147.264	-60000	70352
8	410.881	298.863	-80000	58440
9	520.81	406.44	-100000	47250.1
0	7.78663	-3.66025	80000	181359
1	31.9586	-7.21553	60000	165394
2	43.864	11.1526	40000	153801
3	36.3289	47.2565	20000	142671
4	15.3516	93.9751	0	126912
5	-1.19321	175.158	-20000	113091
6	2.2471	254.572	-40000	102185
7	37.3628	311.105	-60000	90728.5
8	47.9246	353.69	-80000	74605.1
9	21.2028	347.451	-100000	63612.5
0	1.61747	15.3113	80000	189401
1	-1.41213	41.0679	60000	175470
2	15.0543	67.6313	40000	162698
3	45.42	70.5277	20000	151405
4	38.9751	56.7129	0	137634
5	8.17335	53.8829	-20000	125799
6	-38.7291	72.7662	-40000	114592
7	-89.9195	99.9047	-60000	99713.7
8	-141.864	97.0296	-80000	75175.3
9	-206.232	68.3281	-100000	63551.1
0	-5.47518	5.87915	80000	188820
1	-2.04323	32.0747	60000	175852
2	18.4619	85.8192	40000	163172
3	33.1819	162.385	20000	146918
4	21.2322	234.773	0	133301
5	-25.0597	285.835	-20000	121699
6	-93.9795	314.679	-40000	97469.3
7	-208.174	317.321	-60000	83707.9
8	-331.752	329.545	-80000	72106.2
9	-478.812	319.438	-100000	57597.1
0	24.8616	-2.06081	80000	184257
1	49.2871	-0.337571	60000	169718
2	84.5559	1.60354	40000	157434
3	138.219	5.9746	20000	139841
4	196.601	22.3289	0	127299
5	253.215	-2.63453	-20000	115814
6	314.478	-36.8118	-40000	101637
7	316.973	-71.2309	-60000	87205.2
8	300.983	-189.565	-80000	75601.6
9	342.355	-306.734	-100000	63202
0	0.96416	-1.98104	80000	185762
1	-1.83961	9.08511	60000	168780
2	-12.8301	42.3693	40000	156430
3	-15.6856	82.4195	20000	144811
4	-5.08068	165.645	0	134416
5	-1.33747	208.743	-20000	119290
6	15.0681	227.884	-40000	106921
7	92.8741	244.125	-60000	95321.7
8	178.209	282.474	-80000	83160.3
9	183.288	334.099	-100000	71113.5
0	20.0881	-12.9967	80000	155323
1	36.5877	-10.1592	60000	143253
2	38.9885	9.61219	40000	132427
3	50.8384	16.1515	20000	121001
4	40.9207	-13.9964	0	109869
5	-43.814	-25.1569	-20000	95852.6
6	-152.899	-61.4455	-40000	74146.7
7	-215.468	-109.746	-60000	62390.6
8	-196.905	-129.583	-80000	48030
9	-98.5484	-24.3981	-100000	34824.4
0	-5.45574	-14.6988	80000	188199
1	-14.731	-66.6824	60000	176398
2	-30.6259	-133.213	40000	162967
3	-28.876	-211.286	20000	147059
4	-2.1735	-270.567	0	130396
5	56.0451	-316.11	-20000	119318
6	124.684	-332.132	-40000	107374
7	185.284	-377.586	-60000	93648.1
8	152.372	-411.389	-80000	81415.7
9	87.894	-464.802	-100000	70280.2
0	-1.99365	-16.5767	80000	188988
1	-20.6152	-46.4358	60000	176154
2	-52.4291	-90.6422	40000	162782
3	-81.4961	-148.88	20000	144570
4	-83.2423	-184.753	0	131355
5	-63.2483	-187.493	-20000	106532
6	-13.4725	-234.419	-40000	95145.7
7	54.0934	-279.691	-60000	83802.6
8	121.685	-300.727	-80000	72304
9	168.459	-351.456	-100000	61055.5
0	-6.95055	-11.7202	80000	175182
1	-37.8406	-39.1568	60000	161240
2	-125.836	-48.4228	40000	149592
3	-210.589	-25.0551	20000	135873
4	-327.46	29.9132	0	117092
5	-459.121	102.815	-20000	104527
6	-636.165	191.642	-40000	92531.9
7	-926.275	293.037	-60000	79585.5
8	-1221.97	355.04	-80000	67811.8
9	-1573.73	390.437	-100000	56438.4
0	-9.16578	-16.9007	80000	189475
1	-44.6332	-26.0722	60000	172506
2	-63.025	-15.403	40000	156448
3	-67.9055	-43.101	20000	144774
4	-92.8386	-83.6288	0	130276
5	-143.468	-142.689	-20000	119415
6	-189	-197.458	-40000	104655
7	-270.416	-202.92	-60000	92250.3
8	-352.558	-193.786	-80000	80344.3
9	-340.47	-170.122	-100000	63325.2
0	-19.582	10.2389	80000	186519
1	-35.7367	23.3497	60000	174553
2	-59.4171	54.9333	40000	161138
3	-116.436	101.975	20000	147455
4	-161.027	150.55	0	134572
5	-214.166	150.511	-20000	119893
6	-287.346	118.633	-40000	102979
7	-366.838	55.6128	-60000	89682.7
8	-461.896	11.4911	-80000	69773.4
9	-637.17	10.2918	-100000	57944.8
0	10.5051	-24.7294	80000	186606
