LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	21.2893	3.05465	80000	83988.5
1	66.547	-8.75975	60000	71513.3
2	103.322	-23.0943	40000	58152.5
3	235.246	-6.39844	20000	46811
4	358.729	-30.4271	0	36188.3
5	382.057	-218.34	-20000	24174.9
6	171.285	-264.106	-40000	13882.6
7	-520.142	-134.106	-60000	3181.07
8	0	0	-80000	0
9	0	0	-100000	0
0	50.3918	-46.59	80000	83025.5
1	116.453	-96.6551	60000	63634.3
2	215.019	-134.139	40000	50188.2
3	311.38	-119.851	20000	39205.9
4	469.47	-50.3641	0	28445.7
5	700.945	-41.6285	-20000	17826.1
6	941.188	-108.935	-40000	6118.32
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	35.2501	1.84454	80000	83419.9
1	123.565	-25.63	60000	68539.9
2	278.968	6.45957	40000	55115.6
3	443.141	121.193	20000	37591.9
4	523.908	399.108	0	25848.2
5	504.114	1019.16	-20000	15327.1
6	157.265	1566.35	-40000	2936.64
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	1.45198	-15.4412	80000	80344.9
1	-18.7105	9.57582	60000	68135.1
2	-66.5346	122.793	40000	51381.7
3	-104.923	196.412	20000	28494.3
4	-73.0312	427.269	0	16652
5	101.819	856.972	-20000	4532.35
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-19.5348	30.2821	80000	84261.8
1	-53.9586	72.8237	60000	72175.2
2	-57.3288	57.3217	40000	58822.7
3	19.123	-26.5837	20000	46973.4
4	106.337	-56.6685	0	31744.5
5	162.294	-97.7332	-20000	15987.8
6	220.962	-56.3973	-40000	2659.34
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-1.70613	5.7771	80000	84544.8
1	76.1574	-7.08088	60000	71120.3
2	192.239	-59.101	40000	59527.2
3	290.718	-31.2857	20000	47893.6
4	370.479	-63.8395	0	10315.9
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-37.954	-12.4418	80000	78336.9
1	-126.24	-7.7026	60000	66937.2
2	-154.282	20.301	40000	54820.4
3	-101.516	72.4491	20000	42438.5
4	-114.413	138.759	0	31136.4
5	-124.367	219.7	-20000	17632
6	-139.091	334.319	-40000	7264.95
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	8.88532	-19.0691	80000	84576.2
1	96.1614	-74.8149	60000	57480
2	278.041	-49.6946	40000	40157
3	361.09	22.5891	20000	26681.4
4	477.376	-35.5937	0	14364.1
5	738.95	-81.6355	-20000	2368.13
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	24.1778	-5.06446	80000	84445.4
1	41.9569	-47.3005	60000	71309.3
2	80.4389	-104.439	40000	60177.8
3	159.462	-211.998	20000	47182.8
4	250.888	-299.087	0	34612.2
5	262.278	-494.352	-20000	23004.3
6	183.666	-887.342	-40000	12397.7
