LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	1.35804	-0.732415	80000	2.70393e+06
1	0.332497	-1.28342	60000	2.6871e+06
2	-1.17765	-2.61319	40000	2.67375e+06
3	-1.05537	-3.53649	20000	2.6513e+06
4	-2.41353	-3.07414	0	2.60379e+06
5	-5.18658	-3.259	-20000	2.5157e+06
6	-7.17285	-5.63096	-40000	2.48087e+06
7	-7.96325	-9.58987	-60000	2.46322e+06
8	-9.35478	-12.4143	-80000	2.42633e+06
9	-10.2834	-14.6293	-100000	2.40063e+06
0	-0.864303	-0.37276	80000	2.65702e+06
1	0.184023	-2.03417	60000	2.64011e+06
2	3.12527	-4.0755	40000	2.62211e+06
3	7.88674	-7.03881	20000	2.5303e+06
4	13.9329	-10.3603	0	2.49265e+06
5	18.8935	-15.0266	-20000	2.46789e+06
6	22.6553	-20.2405	-40000	2.41735e+06
7	25.8117	-24.9761	-60000	2.40244e+06
8	27.3313	-28.7398	-80000	2.36936e+06
9	27.7382	-33.0577	-100000	2.33099e+06
0	-0.307554	0.292395	80000	2.69867e+06
1	-2.11468	0.5102	60000	2.66934e+06
2	-4.08938	1.74079	40000	2.65023e+06
3	-5.35304	3.72945	20000	2.63521e+06
4	-5.98499	7.45297	0	2.56888e+06
5	-7.36651	10.8603	-20000	2.53521e+06
6	-7.73968	12.8327	-40000	2.50684e+06
7	-7.5708	14.456	-60000	2.49075e+06
8	-7.47389	14.9197	-80000	2.45844e+06
9	-6.30177	14.1229	-100000	2.43071e+06
0	0.360146	1.09315	80000	2.69868e+06
1	-0.0363932	3.44622	60000	2.67745e+06
2	-2.73628	4.53469	40000	2.65395e+06
3	-6.21521	5.23418	20000	2.63599e+06
4	-9.52676	4.37251	0	2.60084e+06
5	-12.0578	5.1741	-20000	2.56208e+06
6	-17.1018	6.42936	-40000	2.54714e+06
7	-23.0279	9.59033	-60000	2.52352e+06
8	-27.0301	12.2958	-80000	2.47771e+06
9	-30.2505	15.2927	-100000	2.44971e+06
0	-0.349317	0.159704	80000	2.69488e+06
1	-0.465459	-0.106006	60000	2.50133e+06
2	-1.92202	-3.38712	40000	2.47096e+06
3	-6.61445	-6.87293	20000	2.42559e+06
4	-12.7185	-10.1626	0	2.36826e+06
5	-18.9897	-11.9558	-20000	2.33504e+06
6	-25.2214	-13.2063	-40000	2.31071e+06
7	-30.3954	-13.3836	-60000	2.28185e+06
8	-38.1209	-11.83	-80000	2.26335e+06
9	-45.4297	-11.2517	-100000	2.23015e+06
0	-0.871391	0.436617	80000	2.69499e+06
1	-3.22514	2.99023	60000	2.66437e+06
2	-6.01697	5.47602	40000	2.63369e+06
3	-8.95623	10.0354	20000	2.58811e+06
4	-12.2381	14.5257	0	2.54129e+06
5	-17.1156	19.2806	-20000	2.49309e+06
6	-21.4175	22.0303	-40000	2.46084e+06
7	-25.4183	25.8718	-60000	2.44229e+06
8	-29.8306	32.313	-80000	2.41981e+06
9	-36.1197	37.614	-100000	2.38433e+06
0	-0.0156766	-0.658915	80000	2.65442e+06
