LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.216307	16.4339	80000	171463
1	-5.48258	41.8345	60000	157151
2	-17.482	63.257	40000	141638
3	-17.0355	74.6082	20000	122340
4	31.1142	73.985	0	111365
5	110.116	71.584	-20000	99135
6	166.709	46.2463	-40000	88090
7	164.702	9.35014	-60000	77327.3
8	156.445	38.9954	-80000	64137.3
9	110.374	110.684	-100000	52384.5
0	-28.7606	-8.49424	80000	170835
1	-79.9112	-34.6349	60000	157378
2	-87.7081	-42.7315	40000	140805
3	-121.055	-77.2112	20000	129527
4	-137.062	-170.011	0	117304
5	-175.511	-239.276	-20000	106177
6	-231.374	-304.961	-40000	93678.3
7	-347.055	-393.433	-60000	78393.4
8	-414.738	-424.824	-80000	67257.8
9	-340.301	-383.311	-100000	50026.1
0	13.713	-12.6318	80000	167144
1	40.3633	-51.4548	60000	152070
2	49.6997	-56.0417	40000	140749
3	47.3518	-66.9796	20000	127102
4	-76.9296	-102.551	0	113138
5	-250.88	-110.751	-20000	101091
6	-429.027	-99.6619	-40000	87130.5
7	-610.409	-83.6091	-60000	75293.9
8	-759.04	-114.839	-80000	54437.7
9	-907.713	-191.712	-100000	36914.4
0	22.1326	0.433873	80000	172111
1	44.1355	-7.64612	60000	159655
2	54.5921	-15.9575	40000	146431
3	49.2989	-37.2691	20000	129412
4	7.09608	-132.075	0	117664
5	-63.327	-250.46	-20000	101020
6	-106.227	-351.069	-40000	89761.6
7	-176.171	-425.465	-60000	77653.5
8	-165.18	-496.722	-80000	34386
9	-146.644	-492.835	-100000	23227.9
0	-6.72019	-5.1099	80000	170978
1	-6.36782	22.6924	60000	157336
2	-15.0379	76.0983	40000	146127
3	-12.6503	172.788	20000	133606
4	-21.0056	275.769	0	122133
5	-32.0295	353.85	-20000	110191
6	-59.3134	440.919	-40000	96608
7	-49.898	490.487	-60000	83632.7
8	20.5711	504.974	-80000	71882.9
9	117.33	572.866	-100000	54146.3
0	16.1393	-6.90796	80000	161560
