LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.0246284	-0.303957	80000	5.66421e+06
1	0.62875	-0.399479	60000	4.98551e+06
2	0.956136	0.614962	40000	4.89959e+06
3	1.67107	1.11682	20000	4.87365e+06
4	2.85762	0.893439	0	4.84491e+06
5	4.65304	0.371382	-20000	4.81776e+06
6	6.8893	-1.86421	-40000	4.78596e+06
7	9.00037	-4.86286	-60000	4.74495e+06
8	10.5496	-7.71231	-80000	4.69507e+06
9	11.7834	-10.2522	-100000	4.67265e+06
0	0.433836	-0.0364491	80000	5.69663e+06
1	2.1841	0.256654	60000	5.48404e+06
2	3.57165	0.0051358	40000	5.30146e+06
3	5.24461	0.744318	20000	5.037e+06
4	8.0678	2.26324	0	4.90567e+06
5	10.8478	4.25044	-20000	4.88157e+06
6	13.5807	6.88474	-40000	4.74575e+06
7	16.5814	10.7163	-60000	4.68885e+06
8	20.2416	14.6008	-80000	4.66702e+06
9	25.3127	19.8126	-100000	4.59807e+06
0	-0.425721	-0.586604	80000	5.63082e+06
1	-1.55198	-1.8772	60000	5.56161e+06
2	-1.41297	-2.32438	40000	5.54372e+06
3	-0.507684	-2.85248	20000	5.50505e+06
4	0.585867	-4.63907	0	5.4576e+06
5	1.61265	-6.39115	-20000	5.41783e+06
6	1.71047	-8.96508	-40000	5.39703e+06
7	1.55612	-12.2444	-60000	5.35776e+06
8	0.576813	-15.7173	-80000	5.29366e+06
9	-0.551259	-20.3297	-100000	5.04307e+06
0	0.54404	0.410022	80000	5.65884e+06
1	1.91599	1.06757	60000	5.57333e+06
2	2.61946	1.71723	40000	5.41235e+06
3	2.99427	2.91459	20000	4.90189e+06
4	3.61835	4.01962	0	4.55286e+06
5	4.36656	5.01539	-20000	4.33908e+06
6	3.64736	6.9645	-40000	4.31818e+06
7	3.12893	7.71868	-60000	4.29204e+06
8	3.07852	8.81476	-80000	4.26122e+06
9	3.37439	10.4406	-100000	4.24558e+06
0	-0.266886	-0.781843	80000	4.65467e+06
1	0.38438	-1.93402	60000	4.63611e+06
2	1.15001	-2.70553	40000	4.60353e+06
3	2.57863	-2.84238	20000	4.5626e+06
4	4.58324	-3.66604	0	4.45066e+06
5	6.7097	-6.31912	-20000	4.41496e+06
6	9.47465	-9.93643	-40000	4.3682e+06
7	13.8516	-14.0353	-60000	4.31864e+06
8	18.2725	-19.47	-80000	4.27379e+06
9	22.7285	-26.2442	-100000	4.05738e+06
0	-0.430109	-0.0180253	80000	5.69527e+06
1	-1.72547	-0.747704	60000	5.6316e+06
2	-3.13489	-2.53662	40000	5.60151e+06
3	-3.7936	-4.9046	20000	5.55946e+06
4	-4.26117	-6.8802	0	5.53976e+06
5	-5.05728	-8.71203	-20000	5.44351e+06
6	-4.89341	-10.6141	-40000	5.3602e+06
7	-5.02579	-12.3269	-60000	4.66139e+06
8	-5.62243	-13.5711	-80000	4.55422e+06
9	-6.4589	-16.0619	-100000	4.52209e+06
0	0.635255	0.693034	80000	5.62883e+06
1	0.751518	2.17639	60000	5.58378e+06
2	0.953868	3.74387	40000	5.4116e+06
3	0.768434	5.6676	20000	5.32994e+06
4	0.245948	6.79941	0	5.2942e+06
5	-0.708277	8.57268	-20000	5.25847e+06
6	-1.8445	10.3912	-40000	5.19899e+06
7	-2.56996	12.4837	-60000	5.15072e+06
8	-2.72843	15.0385	-80000	5.05226e+06
9	-2.90195	18.2506	-100000	5.01402e+06
0	-0.0800516	-0.0108031	80000	5.65586e+06
1	-0.634548	0.636084	60000	5.61662e+06
2	-1.1499	0.476253	40000	5.58542e+06
3	-0.814333	1.32457	20000	5.54168e+06
4	-1.34506	1.8256	0	5.47207e+06
5	-3.19735	2.49578	-20000	5.1128e+06
6	-5.01894	3.63765	-40000	5.00512e+06
7	-6.34321	4.78292	-60000	4.90954e+06
8	-7.88639	4.36563	-80000	4.77408e+06
9	-9.26713	2.76849	-100000	4.73982e+06
0	0.286948	-0.0223957	80000	5.63048e+06
1	0.468697	0.316311	60000	5.57421e+06
2	1.24926	1.10374	40000	5.5242e+06
3	2.12401	1.69186	20000	5.46704e+06
4	2.35727	1.62811	0	5.3362e+06
5	2.71454	1.02721	-20000	5.23368e+06
6	3.16037	0.74487	-40000	5.09922e+06
7	4.25563	-0.279373	-60000	4.98335e+06
8	6.2403	-0.384178	-80000	3.00854e+06
9	9.24936	0.0985068	-100000	2.95736e+06
0	-1.60146	0.523972	80000	5.59732e+06
1	-3.9216	1.94178	60000	5.53109e+06
2	-6.29255	2.90387	40000	5.4472e+06
3	-8.02585	3.30208	20000	5.42977e+06
4	-9.44941	4.38649	0	5.36739e+06
5	-10.7988	5.10609	-20000	5.32539e+06
6	-12.8222	6.84412	-40000	5.22e+06
7	-14.538	9.29115	-60000	5.06774e+06
8	-16.759	12.1455	-80000	5.01729e+06
9	-20.1297	14.731	-100000	4.99057e+06
0	0.262179	-0.255485	80000	5.6135e+06
1	1.36611	-0.700192	60000	5.53963e+06
2	3.70019	-0.939104	40000	5.44988e+06
3	6.28365	-0.36806	20000	5.41836e+06
4	8.19538	0.297662	0	5.39601e+06
5	9.961	0.360747	-20000	5.33399e+06
6	11.763	1.09458	-40000	5.181e+06
7	13.3561	1.25108	-60000	5.13437e+06
8	16.1978	1.7602	-80000	5.08778e+06
9	19.3688	2.90919	-100000	4.97904e+06
0	-0.0187869	-0.349831	80000	5.67053e+06
1	-0.363699	-1.15428	60000	5.55136e+06
2	-1.45858	-1.52326	40000	5.39719e+06
3	-1.83525	-1.10582	20000	5.30597e+06
4	-2.0354	-0.202446	0	5.28847e+06
5	-2.2755	1.13337	-20000	5.19434e+06
6	-2.69944	2.32274	-40000	5.16885e+06
7	-2.44671	3.44338	-60000	5.15276e+06
