LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	73.4836	38.6977	80000	67814.9
1	274.965	94.2838	60000	56155
2	470.381	168.981	40000	45385.6
3	790.471	229.314	20000	34712.1
4	952.629	267.188	0	23882.5
5	963.111	316.968	-20000	12398.8
6	1000.11	46.5512	-40000	1608.25
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	25.2456	-5.52035	80000	66999.8
1	58.027	-62.987	60000	49237.5
2	66.2392	-142.808	40000	31726.3
3	108.264	-249.37	20000	20662.4
4	410.164	-628.005	0	10209.5
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-39.9959	0.510149	80000	66536.9
1	-150.503	-100.927	60000	55451.1
2	-306.871	-165.579	40000	41824
3	-411.666	-145.494	20000	30334.5
4	-426.126	-91.3425	0	19719.3
5	-408.052	-21.4178	-20000	8107.45
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	14.2148	-12.0058	80000	64058.9
1	54.2174	-25.9699	60000	52147.8
2	54.0585	-47.6044	40000	39395.4
3	-28.2015	-136.034	20000	29014.8
4	-99.9239	-301.141	0	17480.1
5	317.402	-307.885	-20000	6718.34
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	56.2405	-29.1043	80000	65029
1	150.927	-88.3035	60000	52034.5
2	291.232	-205.766	40000	39858.3
3	497.7	-245.591	20000	25676.7
4	631.856	-150.027	0	15282
5	763.921	-110.897	-20000	4775.42
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3.22247	7.33751	80000	67532.7
1	19.5777	36.8789	60000	55892.4
2	-101.883	113.76	40000	44328.2
3	-229.229	126.427	20000	30983.3
4	-225.524	185.965	0	18972
5	-158.288	177.85	-20000	8238.45
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	13.2575	-22.4656	80000	67723.2
1	18.603	-77.5534	60000	56267.6
2	-56.5116	-135.355	40000	41393.5
3	-134.969	-240.294	20000	30568.7
4	-162.572	-377.616	0	19733.4
5	-418.871	-597.151	-20000	8163.21
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	23.0171	-75.3914	80000	66702.9
1	40.7042	-351.845	60000	54639.7
2	111.733	-754.862	40000	43332
3	271.273	-1333.55	20000	30614.4
4	407.036	-2100.91	0	17206
5	676.972	-2733.86	-20000	6491.09
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	7.50026	-16.6005	80000	65833.5
1	3.32587	-86.4527	60000	51939.2
2	-41.7041	-180.352	40000	40144
3	-58.3326	-338.69	20000	25808.6
4	-21.0801	-606.798	0	13214.5
5	-283.012	-1035.8	-20000	2410.16
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-4.90257	4.08626	80000	66622.9
1	-6.82141	56.914	60000	55409.8
