LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)	px(MeV)	py(MeV)	pz(MeV)
0	0.461427	-1.30684	90000	499132	9.39451	-73.5197	-499238
1	-1.32038	-3.51385	80000	492046	-124.339	-166.84	-492152
2	-6.12622	-8.77614	70000	486561	-292.904	-228.746	-486666
3	-13.7263	-13.8174	60000	481061	-373.845	-191.667	-481167
4	-22.3126	-20.2731	50000	475836	-467.952	-407.936	-475942
5	-35.8632	-25.078	40000	467471	-563.034	-99.5556	-467576
6	-47.649	-29.4197	30000	461025	-519.022	-254.353	-461130
7	-58.4368	-35.809	20000	454574	-553.233	-208.229	-454679
8	-69.3864	-40.2098	10000	445548	-492.725	-267.788	-445653
9	-80.2122	-46.102	0	437905	-460.413	-223.502	-438010
10	-91.7322	-52.3243	-10000	430601	-546.071	-276.817	-430707
11	-104.207	-59.3728	-20000	411710	-575.825	-391.908	-411815
12	-118.014	-67.9262	-30000	402049	-540.891	-411.902	-402154
13	-132.024	-76.4549	-40000	396626	-682.378	-366.607	-396731
14	-145.178	-81.8248	-50000	389841	-393.069	-81.8186	-389947
15	-157.869	-85.5604	-60000	382207	-464.963	-180.898	-382312
16	-167.687	-91.3293	-70000	372000	-344.472	-113.17	-372106
17	-175.173	-92.2513	-80000	366364	-161.042	-1.91921	-366470
18	-178.75	-91.5203	-90000	358417	-140.65	31.7341	-358522
19	0	0	-100000	0	0	0	0
0	-0.360403	-0.308912	90000	501087	-66.7531	-35.4927	-501193
1	-1.71375	-1.94174	80000	495002	-24.1064	-145.186	-495108
2	-3.43022	-5.96833	70000	488343	-196.685	-175.798	-488449
3	-7.11472	-9.15527	60000	470370	-230.028	-112.833	-470475
4	-13.2345	-11.2668	50000	463748	-317.54	149.295	-463853
5	-17.4284	-5.68392	40000	458511	-266.187	331.888	-458616
6	-23.4505	2.16991	30000	448339	-231.828	339.91	-448445
7	-30.858	8.11318	20000	442927	-329.167	177.368	-443033
8	-38.4502	10.835	10000	436385	-310.883	47.1894	-436491
9	-44.4596	8.24918	0	429206	-155.186	-208.326	-429312
10	-47.6164	-0.433005	-10000	421267	-166.147	-381.319	-421372
11	-51.4558	-7.48705	-20000	415378	-269.438	-318.183	-415483
12	-57.0968	-15.1214	-30000	407726	-131.361	-307.69	-407831
13	-58.5561	-22.8699	-40000	399327	-27.4495	-442.416	-399433
14	-57.301	-34.6681	-50000	392926	196.588	-533.91	-393031
15	-55.9373	-48.08	-60000	387377	-0.796095	-517.332	-387482
16	-54.3535	-60.0823	-70000	380479	147.675	-427.167	-380584
17	-48.1887	-72.933	-80000	374849	304.85	-598.957	-374954
18	-36.9052	-86.6734	-90000	367980	518.812	-446.202	-368085
19	0	0	-100000	0	0	0	0
0	0.87055	2.20038	90000	504037	-8.2859	180.898	-504143
1	-0.548923	3.1102	80000	496938	-154.463	-60.7685	-497044
2	-2.83051	0.983499	70000	474237	-23.8058	-232.251	-474342
