LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-1.15263	-3.0417	80000	1.25909e+06
1	-4.15019	-7.83762	60000	1.24068e+06
2	-5.85939	-9.07327	40000	1.20668e+06
3	-6.72268	-8.96372	20000	1.18321e+06
4	-9.06541	-10.5379	0	1.16547e+06
5	-12.7899	-7.90969	-20000	1.13554e+06
6	-14.621	-1.73756	-40000	1.11675e+06
7	-18.5045	5.58181	-60000	1.08911e+06
8	-21.875	12.639	-80000	1.06292e+06
9	-25.3972	17.7811	-100000	1.02933e+06
0	0.683511	2.12442	80000	1.2683e+06
1	3.34171	3.59149	60000	1.24211e+06
2	5.50738	6.9262	40000	1.22082e+06
3	5.63412	10.7353	20000	1.19832e+06
4	7.16906	16.9459	0	1.18467e+06
5	4.37892	22.7477	-20000	1.16018e+06
6	-1.10109	30.3806	-40000	1.14324e+06
7	-7.36525	41.8396	-60000	1.1151e+06
8	-19.1597	55.8557	-80000	1.09115e+06
9	-33.8036	72.5029	-100000	1.07542e+06
0	0.538165	-1.4877	80000	1.27368e+06
1	6.61816	-5.04304	60000	1.25866e+06
2	17.8023	-9.24692	40000	1.22964e+06
3	26.0714	-9.0579	20000	1.21125e+06
4	33.0297	-6.04763	0	1.19362e+06
5	43.1162	-4.43764	-20000	1.1724e+06
6	55.3834	-2.16553	-40000	1.14916e+06
7	71.762	-1.69164	-60000	1.12337e+06
8	93.0829	1.06923	-80000	1.1042e+06
9	116.94	8.40587	-100000	1.01116e+06
0	2.62348	4.3129	80000	1.26533e+06
1	6.7633	13.8748	60000	1.24861e+06
2	14.7293	23.9432	40000	1.23373e+06
3	25.0644	31.7519	20000	1.19677e+06
4	38.2316	41.5915	0	981983
5	53.0867	52.8275	-20000	890546
6	69.6503	60.5119	-40000	864163
7	84.5649	75.2177	-60000	851441
8	100.185	93.6946	-80000	837997
9	115.165	114.153	-100000	815304
0	3.44225	1.36331	80000	1.27298e+06
1	8.18979	3.48822	60000	1.24082e+06
2	9.65304	5.61613	40000	1.22286e+06
3	5.23519	3.67402	20000	1.20074e+06
4	0.029246	3.37999	0	1.17399e+06
5	-6.81555	7.58073	-20000	1.15673e+06
6	-14.3983	11.6892	-40000	1.13312e+06
7	-20.5944	14.2114	-60000	1.11781e+06
