LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	1.79707	-3.37412	80000	450117
1	-0.12244	-2.61387	60000	434042
2	-4.5489	4.58828	40000	397034
3	-11.6132	5.40589	20000	381276
4	-29.9031	9.74602	0	363052
5	-29.9993	17.464	-20000	347062
6	-14.3955	21.6501	-40000	335722
7	5.37033	24.3627	-60000	265176
8	32.7359	38.4508	-80000	248113
9	71.3774	44.5616	-100000	226422
0	-6.87149	6.0032	80000	445712
1	-10.7184	16.1863	60000	432283
2	-9.26608	25.6154	40000	414577
3	1.85303	40.41	20000	391462
4	12.2532	53.2234	0	366056
5	31.1034	44.6705	-20000	221016
6	53.9116	28.7294	-40000	208980
7	76.3908	12.1054	-60000	195994
8	87.3624	-18.749	-80000	184690
9	119.783	-57.3176	-100000	172165
0	-3.80107	3.20715	80000	452188
1	-12.6824	-1.68323	60000	425258
2	-32.6825	5.30622	40000	412988
3	-70.5543	24.1068	20000	399962
4	-122.51	44.0458	0	386747
5	-164.415	60.8925	-20000	370353
6	-201.91	61.6955	-40000	357106
7	-232.096	52.2107	-60000	343245
8	-273.062	34.956	-80000	331832
9	-312.492	30.4248	-100000	314615
0	-4.41292	-4.99065	80000	451923
1	1.33989	-10.4067	60000	437104
2	-2.80916	-21.6866	40000	400382
3	-6.81274	-46.0989	20000	387337
4	5.28342	-61.9628	0	372254
5	14.2743	-84.7423	-20000	354279
6	23.1764	-121.929	-40000	338332
7	28.1213	-169.177	-60000	315623
8	49.2537	-218.323	-80000	301115
9	80.211	-274.798	-100000	285470
0	-1.64474	-1.81136	80000	427605
1	-8.19873	-9.25323	60000	401741
2	-6.07341	-22.7425	40000	382777
3	3.3034	-37.2725	20000	369218
4	12.0365	-47.8916	0	349896
5	29.5249	-75.1566	-20000	337515
6	51.4075	-92.528	-40000	325301
7	70.6246	-103.854	-60000	311862
8	92.5016	-112.667	-80000	282851
9	126.126	-119.684	-100000	268782
0	-1.91156	6.59331	80000	451925
1	1.35732	15.2217	60000	435444
2	-3.33585	35.0055	40000	420719
3	-6.31488	48.9636	20000	405543
4	-4.68477	62.1994	0	296848
5	-2.94133	81.3696	-20000	284515
6	5.30661	93.9913	-40000	272414
7	3.90604	81.0958	-60000	255083
8	-10.5085	75.0179	-80000	239395
9	-39.206	70.7461	-100000	219982
0	-10.8275	5.6725	80000	448431
1	-28.2031	14.6836	60000	435697
2	-58.01	18.9864	40000	422578
3	-89.0966	7.02551	20000	408086
4	-118.528	-20.3679	0	392320
5	-154.754	-39.239	-20000	378604
6	-188.467	-45.1721	-40000	346179
7	-223.817	-54.3214	-60000	332090
8	-248.426	-66.1658	-80000	315130
9	-262.555	-76.3255	-100000	302991
0	-4.43152	-2.11022	80000	451811
1	-3.00227	-3.00525	60000	439516
2	-7.6555	-3.14063	40000	418698
3	-25.2699	-2.15783	20000	406780
4	-46.9605	0.318436	0	387790
5	-59.5873	-12.8503	-20000	373157
6	-81.0813	-34.9721	-40000	359293
7	-119.73	-44.9574	-60000	346999
8	-155.986	-62.6299	-80000	333618
9	-185.465	-80.8727	-100000	320509
0	-7.04388	2.05299	80000	448850
1	-17.4175	0.423561	60000	436819
2	-18.0324	-8.98864	40000	419097
3	-15.7101	-35.1293	20000	402769
4	-15.1658	-57.5892	0	388239
5	-6.72834	-71.9797	-20000	376931
6	-0.590148	-88.5198	-40000	354648
7	-3.66023	-109.735	-60000	329588
8	-11.2622	-119.302	-80000	317757
9	-4.99663	-134.507	-100000	304969
0	-3.94158	-5.03095	80000	442188
1	-21.0346	-9.7242	60000	425005
2	-43.6054	-5.73944	40000	405112
3	-79.3389	-6.63666	20000	387144
4	-130.007	-13.8752	0	365524
