LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.0446978	0.176322	80000	6.24724e+06
1	-0.470362	-0.658684	60000	6.20648e+06
2	-1.02517	-2.81365	40000	6.05808e+06
3	-2.09733	-5.77069	20000	5.83345e+06
4	-2.22932	-8.56936	0	5.80674e+06
5	-2.89641	-10.7529	-20000	5.53761e+06
6	-2.67332	-12.4125	-40000	5.49601e+06
7	-1.80555	-13.5585	-60000	5.4632e+06
8	-0.640065	-15.1378	-80000	5.39751e+06
9	0	0	-100000	0
0	-0.453366	-0.0527962	80000	5.81105e+06
1	-1.0564	0.681275	60000	5.77674e+06
2	-1.95166	1.82939	40000	5.71771e+06
3	-2.91279	3.99238	20000	5.67676e+06
4	-3.98381	6.6165	0	5.6185e+06
5	-4.78937	9.89083	-20000	5.49683e+06
6	-5.42606	13.3147	-40000	5.44409e+06
7	-6.29376	16.3363	-60000	5.3819e+06
8	-6.63743	18.3477	-80000	5.35871e+06
9	0	0	-100000	0
0	-0.290999	0.799382	80000	6.2379e+06
1	-1.59135	1.90056	60000	6.1828e+06
2	-2.53947	3.90638	40000	5.75908e+06
3	-2.47543	5.52356	20000	5.71343e+06
4	-2.32857	7.33446	0	5.67281e+06
5	-1.64657	8.96746	-20000	5.65278e+06
6	-0.663597	11.2796	-40000	5.62637e+06
7	0.342437	13.5857	-60000	5.11662e+06
8	0.314002	16.2364	-80000	5.06789e+06
9	0	0	-100000	0
0	0.197115	0.153273	80000	6.21485e+06
1	0.189637	0.528266	60000	6.1816e+06
2	0.0769544	1.87349	40000	6.07566e+06
3	1.18037	3.03617	20000	6.04975e+06
4	2.4934	4.02106	0	6.02894e+06
5	3.85498	4.80996	-20000	5.99423e+06
6	3.96514	5.69803	-40000	5.92503e+06
7	2.81958	6.75839	-60000	5.36106e+06
8	2.28724	8.11386	-80000	5.33985e+06
9	0	0	-100000	0
0	-0.267931	0.132798	80000	2.2305e+06
1	0.0983976	0.0740072	60000	2.18006e+06
2	-1.04589	-0.940864	40000	2.16322e+06
3	-3.12186	-3.15877	20000	2.08762e+06
4	-2.75614	-4.67861	0	2.04793e+06
5	-0.751773	-2.74605	-20000	2.02232e+06
6	4.26114	0.907855	-40000	1.99408e+06
7	11.3772	3.94771	-60000	1.91632e+06
8	18.8884	8.48933	-80000	1.52902e+06
9	0	0	-100000	0
0	0.242944	0.0366871	80000	6.2122e+06
1	0.694934	0.48173	60000	6.16656e+06
2	2.00704	0.359989	40000	6.12132e+06
3	2.93439	-0.111893	20000	6.08695e+06
4	3.40435	0.703385	0	6.00025e+06
5	3.92102	1.3778	-20000	5.96588e+06
6	3.9468	2.40304	-40000	5.87931e+06
7	3.00669	4.40153	-60000	5.6349e+06
8	2.14337	6.81325	-80000	5.58026e+06
9	0	0	-100000	0
0	0.0727614	-0.404982	80000	6.25157e+06
1	-0.452057	-0.866588	60000	6.17924e+06
2	-1.90386	-1.58072	40000	6.09799e+06
3	-4.09623	-1.89805	20000	6.02004e+06
4	-7.22413	-2.2906	0	5.96274e+06
5	-10.2082	-2.38793	-20000	5.84753e+06
6	-13.2727	-3.15887	-40000	5.79934e+06
7	-16.4603	-4.14404	-60000	5.76466e+06
8	-19.1828	-4.44977	-80000	5.73518e+06
9	0	0	-100000	0
0	0.703638	0.33602	80000	6.19969e+06
1	1.87638	0.530509	60000	6.16511e+06
2	2.62434	0.559293	40000	6.13194e+06
3	3.27454	0.479339	20000	6.07833e+06
4	4.31788	-0.0493548	0	5.98839e+06
5	5.55122	-1.51283	-20000	5.73404e+06
6	7.29901	-3.49165	-40000	4.73812e+06
7	7.95945	-6.30567	-60000	3.95678e+06
8	8.90683	-9.36596	-80000	3.89788e+06
9	0	0	-100000	0
0	-0.504248	-0.298768	80000	6.19045e+06
1	-1.5895	-1.67063	60000	6.15884e+06
2	-3.06837	-2.86757	40000	6.05727e+06
3	-4.01513	-3.60636	20000	5.97232e+06
4	-5.2295	-3.60235	0	5.74019e+06
5	-6.3056	-4.11881	-20000	5.6134e+06
6	-7.69182	-3.96136	-40000	5.57535e+06
7	-8.67999	-3.52982	-60000	5.52836e+06
8	-8.93152	-2.69126	-80000	5.47129e+06
9	0	0	-100000	0
0	1.073	0.179739	80000	6.23849e+06
1	1.84731	0.380482	60000	6.21456e+06
2	2.10985	0.380787	40000	6.14625e+06
3	1.7388	0.429842	20000	6.1075e+06
4	1.01347	0.109672	0	6.06316e+06
5	-0.193453	0.0366333	-20000	5.9851e+06
6	-1.94407	0.329453	-40000	5.91878e+06
7	-3.43569	0.900266	-60000	5.65727e+06
8	-4.61097	1.23989	-80000	5.53888e+06
9	0	0	-100000	0
0	0.34614	0.549527	80000	6.17278e+06
1	0.122134	1.30461	60000	6.13632e+06
2	-0.168153	2.3996	40000	6.10173e+06
3	0.37372	3.35804	20000	6.07072e+06
4	1.15565	3.74611	0	5.99485e+06
5	1.87705	3.50677	-20000	5.02183e+06
6	3.48133	2.88464	-40000	4.98221e+06
7	5.10303	1.70832	-60000	4.86298e+06
8	5.68259	1.53985	-80000	4.84335e+06
9	0	0	-100000	0
0	-0.00396129	0.0633277	80000	6.24122e+06
1	-0.0940045	-0.203297	60000	6.16719e+06
2	0.556716	-1.3322	40000	6.06165e+06
3	2.48928	-1.91621	20000	5.97837e+06
4	4.64909	-1.8952	0	5.85702e+06
5	7.1356	-0.466838	-20000	5.74844e+06
6	9.22932	1.29184	-40000	5.69159e+06
7	11.1387	2.57959	-60000	5.64838e+06
8	13.053	4.05551	-80000	5.18399e+06
9	0	0	-100000	0
0	0.0070744	-0.147045	80000	6.20886e+06
1	-0.727465	-1.62679	60000	6.0518e+06
2	-0.970818	-3.46903	40000	6.02659e+06
3	-1.27748	-5.11004	20000	5.88434e+06
4	-1.8971	-6.36718	0	5.81689e+06
5	-2.95146	-7.42843	-20000	5.72457e+06
6	-4.4484	-8.48991	-40000	5.6504e+06
7	-6.1379	-10.6475	-60000	5.60599e+06
8	-8.17485	-13.2983	-80000	5.55674e+06
9	0	0	-100000	0
0	0.0517756	-0.3483	80000	6.22251e+06
1	0.760101	-0.888057	60000	6.179e+06
2	1.82086	-1.71226	40000	6.05629e+06
3	2.00847	-2.51452	20000	6.02314e+06
4	0.410918	-3.92753	0	5.79674e+06
5	-1.9273	-5.86089	-20000	5.67693e+06
