LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	0.73845	1.31567	80000	2.45506e+06
1	1.86432	3.40342	60000	2.21532e+06
2	2.56562	4.81932	40000	2.06693e+06
3	5.34593	5.95436	20000	1.98125e+06
4	8.71004	9.37542	0	1.95632e+06
5	10.3958	12.2845	-20000	1.9237e+06
6	11.4712	13.978	-40000	1.90406e+06
7	11.6157	12.7612	-60000	1.86312e+06
8	8.39441	10.6083	-80000	1.84516e+06
9	4.8674	7.75777	-100000	1.81117e+06
0	0.944678	-1.24122	80000	2.45328e+06
1	3.60706	-2.99495	60000	2.42467e+06
2	7.84909	-4.1926	40000	2.40827e+06
3	10.7379	-3.29305	20000	2.38554e+06
4	12.2689	-1.56219	0	2.35548e+06
5	17.7829	0.577416	-20000	2.31712e+06
6	27.0987	4.33692	-40000	2.15619e+06
7	37.3986	6.99988	-60000	2.1192e+06
8	49.2126	9.03441	-80000	2.09744e+06
9	61.7712	10.36	-100000	2.01509e+06
0	0.446118	1.69179	80000	2.40706e+06
1	-0.25982	2.75008	60000	2.35438e+06
2	-0.96831	4.40734	40000	2.3328e+06
3	-1.02532	6.67195	20000	2.31693e+06
4	-0.796064	7.26138	0	2.18618e+06
5	0.168146	6.45601	-20000	2.16861e+06
6	-1.00403	6.9123	-40000	2.14824e+06
7	-2.18875	9.72079	-60000	2.12176e+06
8	-4.31383	12.1511	-80000	2.09652e+06
9	-7.36525	16.3036	-100000	2.08088e+06
0	0.881387	-1.32469	80000	2.46388e+06
1	0.0909782	-4.21903	60000	2.44619e+06
2	-1.44283	-6.3522	40000	2.26985e+06
3	-3.88222	-9.02933	20000	2.2119e+06
4	-8.80807	-11.5121	0	2.18642e+06
5	-11.9097	-14.8311	-20000	2.13782e+06
6	-14.0225	-18.6272	-40000	1.2576e+06
7	-12.5573	-23.8856	-60000	1.24109e+06
8	-12.6447	-29.3994	-80000	1.21422e+06
9	-12.2178	-34.8315	-100000	1.19545e+06
0	-1.27109	0.0195869	80000	2.46118e+06
1	-1.99676	0.422121	60000	2.43325e+06
2	-3.97119	2.99711	40000	2.41326e+06
3	-5.66722	7.73143	20000	2.37765e+06
4	-6.85517	13.0288	0	2.34783e+06
5	-7.28261	18.2653	-20000	2.315e+06
6	-6.28222	21.6974	-40000	2.27354e+06
7	-5.31083	25.4525	-60000	2.25174e+06
8	-3.98401	29.5412	-80000	2.23548e+06
9	-2.14844	32.5289	-100000	2.20919e+06
0	0.333998	-0.368724	80000	2.44772e+06
1	0.619688	-1.63823	60000	2.42745e+06
2	1.6774	-2.31424	40000	2.34275e+06
3	3.27611	-1.87429	20000	2.32354e+06
4	6.66712	-2.63836	0	2.29368e+06
5	10.8561	-2.44122	-20000	2.24216e+06
6	16.3285	-3.38825	-40000	2.20767e+06
7	23.9204	-5.74752	-60000	2.18657e+06
8	31.9955	-2.96576	-80000	2.11999e+06
9	40.0451	0.595671	-100000	2.06749e+06
0	-0.662584	-0.0407322	80000	2.4513e+06
1	-1.90767	0.0302612	60000	2.41756e+06
2	-2.40666	1.0505	40000	2.38917e+06
3	-1.5693	0.449526	20000	2.15581e+06
4	0.532523	-2.65442	0	2.13707e+06
5	3.13879	-5.04041	-20000	2.07109e+06
6	5.12291	-8.77114	-40000	2.05478e+06
7	5.80047	-11.9964	-60000	2.03083e+06
8	3.48357	-14.5956	-80000	1.96025e+06
9	0.299635	-13.0139	-100000	1.93696e+06
0	-0.916529	-0.0908982	80000	2.45628e+06
1	-3.31786	-0.610387	60000	2.4257e+06
2	-6.37448	-1.82621	40000	2.41172e+06
3	-11.3974	-5.03123	20000	2.33909e+06
4	-16.5323	-8.68434	0	2.28029e+06
5	-19.5181	-11.6932	-20000	2.24627e+06
6	-22.6025	-13.0701	-40000	2.21733e+06
7	-26.5888	-13.931	-60000	2.20291e+06
8	-33.4807	-15.8988	-80000	2.1863e+06
9	-39.8585	-18.9394	-100000	2.17189e+06
0	-0.475795	0.527587	80000	2.46012e+06
1	-1.04632	0.712228	60000	2.08415e+06
2	-2.02459	2.18297	40000	2.06492e+06
3	-3.35311	1.90736	20000	2.03915e+06
4	-7.30793	1.14022	0	2.02101e+06
5	-10.632	2.32991	-20000	1.99313e+06
6	-13.7146	2.70955	-40000	1.9296e+06
7	-17.3642	4.67152	-60000	1.9095e+06
8	-22.3025	7.60242	-80000	1.88092e+06
9	-27.2868	12.5776	-100000	1.86215e+06
0	-0.282125	0.268803	80000	2.44457e+06
1	-2.52646	0.819794	60000	2.43301e+06
2	-6.88076	2.06008	40000	2.40256e+06
3	-9.65683	3.78865	20000	2.3805e+06
4	-14.0625	4.30818	0	2.23717e+06
5	-19.807	6.15983	-20000	2.16228e+06
6	-24.7045	8.04049	-40000	2.13605e+06
7	-28.9762	7.99513	-60000	2.1129e+06
8	-34.9013	5.74572	-80000	2.06945e+06
9	-37.1271	3.96637	-100000	1.9647e+06
0	-0.434413	-0.727962	80000	2.40441e+06
1	-0.499642	-2.82944	60000	2.38555e+06
2	-1.78996	-4.18622	40000	2.3611e+06
3	-2.0121	-5.05062	20000	2.32108e+06
4	-2.0936	-7.26535	0	2.29963e+06
5	-3.64539	-8.69826	-20000	2.2826e+06
6	-5.54227	-10.4411	-40000	2.25604e+06
7	-7.0262	-10.5858	-60000	2.23199e+06
8	-9.81377	-9.2334	-80000	2.18612e+06
9	-11.7653	-8.55757	-100000	2.07839e+06
0	-0.923107	-1.72957	80000	2.45441e+06
1	-2.95904	-4.75567	60000	2.43151e+06
2	-4.10192	-7.96251	40000	2.40492e+06
3	-4.04638	-12.407	20000	2.36716e+06
4	-1.92262	-16.1003	0	2.34345e+06
5	2.05122	-18.8441	-20000	2.29704e+06
6	3.71286	-19.6347	-40000	2.22947e+06
7	4.16915	-22.2663	-60000	2.18614e+06
8	4.21244	-26.1677	-80000	2.16466e+06
9	2.071	-29.3059	-100000	2.09911e+06
0	-0.640072	-0.479931	80000	2.4527e+06
1	-3.35706	0.339211	60000	2.41681e+06
2	-5.78187	1.72454	40000	2.34361e+06
3	-7.56464	3.24188	20000	2.27419e+06
4	-10.8807	4.70475	0	2.25917e+06
5	-15.0816	6.26102	-20000	2.2334e+06
6	-20.2431	5.67831	-40000	2.21363e+06
7	-25.6283	4.50886	-60000	2.19396e+06
8	-29.6991	3.26242	-80000	2.11197e+06
9	-32.5674	3.74646	-100000	2.08502e+06
0	-0.547114	0.771247	80000	2.43754e+06
1	-0.582631	1.92501	60000	2.42057e+06
2	-0.703939	1.77157	40000	2.38808e+06
3	-1.09331	1.9639	20000	2.37255e+06
4	-0.103715	3.48475	0	2.31226e+06
5	0.789228	5.3258	-20000	2.28398e+06
6	0.988506	8.39445	-40000	2.25325e+06
7	2.5915	11.8181	-60000	2.22958e+06
8	4.97989	16.6169	-80000	2.20407e+06
9	10.2193	22.9532	-100000	2.15251e+06
0	-0.29996	0.649318	80000	2.26934e+06
1	-0.408402	3.53593	60000	2.12624e+06
2	1.30268	6.03114	40000	1.99054e+06
3	1.9358	9.57295	20000	1.9535e+06
4	2.62199	13.0962	0	1.61243e+06
5	1.6677	16.7616	-20000	1.58222e+06
6	0.246487	17.7645	-40000	1.56585e+06
7	-1.72293	15.6884	-60000	1.5178e+06
8	-9.9179	13.036	-80000	1.49929e+06
9	-19.1664	11.9727	-100000	1.46011e+06
0	1.27642	0.987131	80000	2.42837e+06
1	3.77302	3.14657	60000	2.40202e+06
2	4.6267	6.55145	40000	2.3848e+06
3	4.46266	10.1838	20000	2.3539e+06
4	1.18635	13.4564	0	2.33042e+06
5	-4.07998	16.9268	-20000	2.27128e+06
6	-6.80851	19.5079	-40000	2.24359e+06
7	-8.45433	23.863	-60000	2.18348e+06
8	-11.1409	31.1848	-80000	2.1504e+06
9	-15.2067	39.2299	-100000	2.12551e+06
0	0.198307	-0.607985	80000	2.45284e+06
1	-0.46712	-1.75664	60000	2.43009e+06
2	-0.799995	-2.8549	40000	2.41466e+06
3	-2.28897	-3.76124	20000	2.36359e+06
4	-3.52894	-3.73689	0	2.34073e+06
5	-5.44163	-2.83966	-20000	2.31539e+06
6	-9.53198	-1.21819	-40000	2.30046e+06
7	-13.7722	2.36007	-60000	2.25685e+06
8	-17.0946	6.08656	-80000	2.23726e+06
9	-20.0421	9.34775	-100000	2.21798e+06
0	0.160208	0.765316	80000	2.44702e+06
1	2.15088	1.86265	60000	2.37828e+06
2	3.92157	3.29553	40000	2.34802e+06
3	4.19265	5.99447	20000	2.32744e+06
4	4.8599	6.91573	0	2.28201e+06
5	6.00835	5.36712	-20000	2.253e+06
6	4.95048	2.49641	-40000	2.20802e+06
7	3.81143	-1.40966	-60000	2.16053e+06
8	3.94816	-7.67509	-80000	2.13436e+06
9	4.73119	-13.2555	-100000	2.11805e+06
0	0.7955	-0.837654	80000	2.38875e+06
1	2.09279	-3.78221	60000	2.36809e+06
2	1.45607	-9.06955	40000	2.35021e+06
3	-0.472831	-16.2884	20000	2.29847e+06
4	-3.35473	-24.4397	0	2.27376e+06
5	-4.78883	-31.2318	-20000	2.25383e+06
6	-7.02926	-39.0202	-40000	2.2231e+06
7	-11.6361	-46.0923	-60000	2.15912e+06
8	-17.0815	-52.1831	-80000	2.14165e+06
9	-24.6843	-59.6059	-100000	2.11788e+06
0	0.234921	0.86863	80000	2.42464e+06
1	2.0962	-0.116838	60000	2.40449e+06
2	6.46601	0.299518	40000	2.39049e+06
3	10.6371	1.09453	20000	2.33782e+06
4	15.8084	2.42619	0	2.32137e+06
5	21.7881	4.66493	-20000	2.27699e+06
6	27.0254	9.02179	-40000	2.24654e+06
7	32.8247	12.423	-60000	2.15776e+06
