LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-22.0769	7.59592	80000	72656.1
1	-151.586	158.516	60000	57322.3
2	-368.598	247.333	40000	45252.6
3	-622.936	231.425	20000	34247.7
4	-928.125	88.4315	0	23097.6
5	-1522.2	-127.706	-20000	11147.3
6	-2148.73	-712.95	-40000	531.495
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-25.5978	45.9679	80000	74971.5
1	-49.4151	61.5989	60000	62125.7
2	-73.0012	157.44	40000	35348.5
3	-130.317	225.782	20000	22637
4	-12.4148	-15.4052	0	12073
5	-88.7301	-537.303	-20000	2236.74
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-24.2305	5.03697	80000	73624.7
1	-50.7914	-10.044	60000	62868.4
2	-74.8533	-43.5263	40000	47897.7
3	-90.7759	-15.2027	20000	36451.1
4	-117.93	16.8459	0	22652
5	90.52	-159.964	-20000	11077.3
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-9.91326	3.75647	80000	73434
1	4.05378	-39.8543	60000	62248.5
2	-14.2136	-138.074	40000	37202.7
3	-171.81	-292.866	20000	24350.6
4	-89.9167	-308.469	0	9358.55
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-34.8366	-79.1821	80000	61409.9
1	-113.776	-249.675	60000	48669.9
2	-263.934	-345.743	40000	34069.4
3	-492.386	-503.135	20000	21322.3
4	-906.367	-1029.15	0	10863
5	-1520.3	-1751.81	-20000	521.177
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	30.3256	6.34566	80000	69500.8
1	93.0088	-2.87099	60000	50022.1
2	231.351	-31.4128	40000	38618.5
3	287.509	-62.9788	20000	27748
4	437.783	-185.693	0	15473.6
5	565.933	-245.868	-20000	3321.89
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	10.438	11.4222	80000	75425.6
1	96.6559	38.0034	60000	61817
2	167.907	86.9883	40000	49698.8
3	281.928	111.612	20000	37580.3
4	228.407	222.972	0	26934.3
5	139.334	456.158	-20000	10566.6
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-2.23916	75.2264	80000	63686.9
1	79.5673	203.849	60000	52567.7
2	261.404	297.024	40000	39122.8
3	485.461	488.432	20000	27561.8
4	765.141	812.771	0	10085.3
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	6.89508	-15.5512	80000	75706.8
1	22.3472	-33.9494	60000	61048.9
2	-56.1534	-115.347	40000	49145.1
3	-194.14	-152.126	20000	37261.9
4	-327.505	-156.896	0	25357.5
5	-534.409	-129.373	-20000	12488.5
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-58.7179	21.719	80000	67563.4
1	-119.987	28.337	60000	56214.1
2	-160.489	29.2449	40000	44946
3	-252.354	35.0722	20000	33741
4	-336.355	158.996	0	22193.8
5	-284.688	456.449	-20000	10423.3
