LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)	px(MeV)	py(MeV)	pz(MeV)
0	1765.87	4.61945	90000	194740	33933.5	46.7825	-191869
1	3542.24	13.5844	80000	188106	33076.8	287.452	-185282
2	5325.14	25.2713	70000	181389	31840.6	219.624	-178679
3	7101.91	40.54	60000	167322	29279.1	337.357	-164847
4	8878.73	66.2926	50000	158299	27644.7	410.546	-155973
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1764.33	1.10474	90000	190440	33212.6	-1.26348	-187629
1	3535.19	3.14124	80000	184265	32200	-51.5999	-181537
2	5301.78	-1.60874	70000	178012	30994.1	-32.6837	-175401
3	7061.46	-0.867911	60000	171440	29601.5	12.991	-168972
4	8814.05	4.40748	50000	164803	28416.2	49.4189	-162442
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1767.13	-2.47115	90000	191487	33444.4	-120.502	-188651
1	3533.87	-7.80625	80000	185336	32209.1	-46.7528	-182623
2	5304.07	-10.6937	70000	176013	30808.3	104.54	-173403
3	7070.76	-3.98834	60000	169965	29481.6	46.1928	-167496
4	8830.31	-5.70313	50000	162073	28042.6	-139.431	-159736
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1758.09	1.41547	90000	193143	33417.8	162.004	-190337
1	3515.39	9.45264	80000	186155	32286.5	157.5	-183441
2	5269.23	18.4959	70000	177598	30733.5	232.452	-175026
3	7019.12	32.5391	60000	171852	29489.8	300.113	-169410
4	8761.62	44.7382	50000	164274	28234	96.7334	-161937
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1767.49	0.135497	90000	194658	33922.4	-72.9747	-191787
1	3536.95	-2.05658	80000	188811	32972.3	112.183	-186017
2	5304.55	13.3445	70000	182544	31713.3	522.669	-179874
3	7053.18	40.3365	60000	171357	29428.9	504.325	-168918
4	8789.03	81.799	50000	165751	28360.5	834.83	-163412
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1760.21	-7.59698	90000	194578	33735.9	-172.145	-191738
1	3528.25	-17.669	80000	188246	32733.3	-183.022	-185486
2	5290.3	-28.6933	70000	181885	31443.3	-285.574	-179253
3	7041.85	-49.849	60000	176020	30326	-276.016	-173495
4	8790.97	-59.7365	50000	169511	29240.6	-143.311	-167077
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1762.75	2.86295	90000	195641	33947.7	-18.9308	-192780
1	3527.27	3.20712	80000	144297	25056	25.6094	-142212
2	5292.98	1.7323	70000	138491	24206	-44.805	-136466
3	7064.1	9.72795	60000	130934	22745.3	115.492	-129051
4	8834.16	20.8425	50000	123890	21669.9	134.091	-122087
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1757.81	0.127193	90000	194724	33626.8	46.0859	-191906
1	3512.45	-3.32707	80000	184462	31915.5	-86.1577	-181788
2	5281.74	-16.1185	70000	176791	31037.7	-268.701	-174152
3	7057.74	-29.9885	60000	171288	30074.2	-221.193	-168734
4	8836.49	-41.1855	50000	164859	28851.7	-258.531	-162422
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1763.44	1.36147	90000	192479	33420.2	9.10535	-189663
1	3519.46	2.20118	80000	186042	32174.8	7.86453	-183346
2	5274.4	3.36374	70000	177478	30710.3	21.4812	-174908
3	7039.95	4.52888	60000	172231	30120.8	30.4386	-169684
4	8815.41	7.51923	50000	166547	29172	0.124683	-164079
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1755.19	-4.10681	90000	195144	33734.4	-205.179	-192313
1	3500.23	-14.2761	80000	183668	31612.6	-163.21	-181035
2	5240.78	-23.2094	70000	178158	30599.8	-163.131	-175618
3	6980.7	-34.8584	60000	170813	29216.4	-241.957	-168403
4	8721.61	-53.0383	50000	164905	28424.1	-346.866	-162543
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1772.94	-0.317813	90000	193039	33797.5	102.879	-190164
1	3554.86	10.9448	80000	186903	32821.3	284.508	-184106
2	5345.04	17.8482	70000	181404	32099.9	114.264	-178648
3	7144.52	20.6816	60000	172731	30544.7	-78.3491	-170117
4	8928.61	24.1273	50000	167352	29340.1	88.5376	-164868
5	0	0	40000	0	0	0	0
6	0	0	30000	0	0	0	0
7	0	0	20000	0	0	0	0
8	0	0	10000	0	0	0	0
9	0	0	0	0	0	0	0
10	0	0	-10000	0	0	0	0
11	0	0	-20000	0	0	0	0
12	0	0	-30000	0	0	0	0
13	0	0	-40000	0	0	0	0
14	0	0	-50000	0	0	0	0
15	0	0	-60000	0	0	0	0
16	0	0	-70000	0	0	0	0
17	0	0	-80000	0	0	0	0
18	0	0	-90000	0	0	0	0
19	0	0	-100000	0	0	0	0
0	1767.23	-0.16312	90000	194971	34117.7	-19.1003	-192070
1	3527.86	5.15759	80000	189321	32669.7	176.178	-186588
2	5278.15	20.7203	70000	178885	30931	305.463	-176298
