LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	3525.45	0.252476	80000	4.31126e+06
1	7050.71	-0.156475	60000	4.09749e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3525.66	0.249481	80000	4.07566e+06
1	7050.89	0.589579	60000	4.00107e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3525.85	0.407596	80000	4.2618e+06
1	7051.96	1.50517	60000	4.24547e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3526.02	-0.338668	80000	4.23615e+06
1	7052.53	-1.73259	60000	4.20017e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3524.4	0.568109	80000	3.41197e+06
1	7047.74	0.334272	60000	3.36249e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3525.77	-0.0239258	80000	4.30564e+06
1	7052.7	0.514633	60000	4.28504e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3525.76	-0.292118	80000	4.25601e+06
1	7052.28	-0.488166	60000	4.21319e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3524.72	0.146792	80000	4.24573e+06
1	7050.26	0.834355	60000	3.95978e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3526.18	-0.403077	80000	4.29043e+06
1	7053.45	-0.244334	60000	4.23522e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
6	0	0	-40000	0
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	3525.37	-0.669706	80000	4.27879e+06
1	7050.23	-1.61968	60000	4.21883e+06
2	0	0	40000	0
3	0	0	20000	0
4	0	0	0	0
5	0	0	-20000	0
