LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	0.0575314	-0.242215	80000	5.17951e+06
1	-0.675229	-1.05309	60000	5.11786e+06
2	-0.99811	-2.36091	40000	5.04452e+06
3	-0.15614	-2.51432	20000	4.96261e+06
4	2.02671	-1.75565	0	4.84525e+06
5	4.32064	0.0139663	-20000	4.79901e+06
6	6.56345	1.5438	-40000	4.76145e+06
7	8.57225	3.1376	-60000	4.71857e+06
8	10.4488	4.16686	-80000	4.69196e+06
9	11.6467	5.39908	-100000	4.52e+06
0	0.396526	0.00986847	80000	5.19458e+06
1	1.73641	0.567895	60000	5.15851e+06
2	2.17855	2.11695	40000	3.73167e+06
3	2.17776	3.67634	20000	3.70643e+06
4	1.35927	4.60556	0	3.64646e+06
5	0.333415	4.89169	-20000	3.57417e+06
6	-0.304908	5.61418	-40000	3.54017e+06
7	-0.253292	6.20651	-60000	3.48498e+06
8	0.777171	7.05954	-80000	3.42743e+06
9	3.08385	8.16102	-100000	3.3986e+06
0	-0.170279	-0.14306	80000	5.17343e+06
1	-0.817915	-0.382224	60000	5.09043e+06
2	-2.22948	-1.27338	40000	5.03271e+06
3	-4.16159	-2.30241	20000	4.90573e+06
4	-7.83487	-2.60081	0	4.87261e+06
5	-10.6978	-1.804	-20000	4.80887e+06
6	-13.4329	-0.817475	-40000	4.72597e+06
7	-15.8408	0.0819277	-60000	4.3861e+06
8	-17.9508	-0.0571505	-80000	4.36093e+06
9	-19.1577	-0.38622	-100000	4.34091e+06
0	0.155995	-0.573018	80000	4.98414e+06
1	0.603039	-1.9774	60000	4.9534e+06
2	2.19297	-2.27368	40000	4.87693e+06
3	4.92922	-1.54899	20000	4.84374e+06
4	7.94368	0.133472	0	4.23668e+06
5	11.8845	1.84209	-20000	4.21943e+06
6	16.107	4.82558	-40000	4.16543e+06
7	20.2996	9.193	-60000	4.12742e+06
8	24.0737	13.5151	-80000	4.10048e+06
9	29.3392	17.6438	-100000	4.04757e+06
0	-0.168505	-0.0680686	80000	5.14887e+06
1	-0.271762	0.791054	60000	5.05695e+06
2	0.175598	2.11461	40000	4.97863e+06
3	0.865392	3.83798	20000	4.92671e+06
4	1.06811	5.33172	0	4.87497e+06
5	0.873861	6.73566	-20000	4.78417e+06
6	0.519219	8.11981	-40000	4.73815e+06
7	0.872193	8.79055	-60000	4.70228e+06
8	1.2404	9.56155	-80000	4.6274e+06
9	-0.303325	9.01839	-100000	4.56027e+06
0	0.461784	0.226497	80000	5.16283e+06
1	0.736677	0.283054	60000	5.12569e+06
2	1.86234	-0.335112	40000	5.08894e+06
3	3.38364	-1.62799	20000	5.03581e+06
4	4.65048	-2.77076	0	4.95868e+06
5	4.74323	-4.02452	-20000	4.93361e+06
6	3.81811	-5.37076	-40000	4.87991e+06
7	2.65061	-7.20278	-60000	4.81774e+06
8	2.10506	-9.55626	-80000	4.77661e+06
9	1.33014	-11.3422	-100000	4.75135e+06
0	-0.134028	-0.309345	80000	5.15455e+06
1	-0.728114	-1.60836	60000	4.50509e+06
2	-2.87995	-3.23403	40000	4.4812e+06
3	-6.06852	-3.51905	20000	4.46004e+06
4	-9.40397	-4.59059	0	4.44242e+06
5	-12.7929	-6.92955	-20000	4.42162e+06
6	-16.5069	-10.7544	-40000	4.38918e+06
7	-19.8814	-13.8186	-60000	4.37063e+06
8	-23.5747	-16.4659	-80000	4.33846e+06
9	-25.3322	-18.057	-100000	4.209e+06
0	-0.475633	0.0658791	80000	5.16383e+06
1	-0.713948	0.043988	60000	5.02136e+06
2	-0.664444	0.347883	40000	4.97678e+06
3	-0.198037	0.244401	20000	4.95599e+06
4	-0.521377	1.40449	0	4.81202e+06
5	-1.34433	3.89435	-20000	4.71188e+06
6	-2.05244	6.51462	-40000	4.64042e+06
7	-3.26436	10.4459	-60000	4.59603e+06
8	-4.5467	13.9099	-80000	4.49652e+06
9	-5.20742	17.5251	-100000	4.46962e+06
0	-1.16292	-0.168125	80000	5.169e+06
1	-1.92222	-0.826244	60000	5.12235e+06
2	-1.58445	-0.877448	40000	5.06308e+06
3	-1.32736	-0.712822	20000	5.00731e+06
4	0.148055	-0.338284	0	4.99498e+06
5	1.37948	0.430595	-20000	4.93006e+06
6	1.87241	1.47518	-40000	4.89022e+06
7	1.87879	2.23172	-60000	4.82089e+06
8	1.65377	3.44429	-80000	4.80225e+06
9	2.96554	5.16219	-100000	4.75941e+06
0	-0.491155	0.259891	80000	5.15179e+06
1	-1.85796	0.783993	60000	5.10837e+06
2	-3.18547	2.10325	40000	5.07566e+06
3	-4.11457	3.77725	20000	4.98717e+06
4	-5.3995	5.41158	0	4.94314e+06
5	-6.84558	7.07941	-20000	4.87297e+06
6	-7.89434	8.55294	-40000	4.7239e+06
7	-7.80214	10.0373	-60000	4.60071e+06
8	-7.72369	12.6534	-80000	4.53462e+06
9	-8.29584	15.7146	-100000	4.49269e+06
0	0.529124	0.0872563	80000	5.07431e+06
1	2.01984	-0.295402	60000	4.76374e+06
2	4.10942	-0.908622	40000	4.70632e+06
3	6.2968	-0.753095	20000	4.64847e+06
4	8.48497	-1.96013	0	4.59011e+06
5	10.7749	-4.38191	-20000	4.42128e+06
6	13.3221	-8.14729	-40000	4.37474e+06
7	16.541	-12.0116	-60000	4.33903e+06
8	18.5081	-16.0993	-80000	4.28615e+06
9	18.8017	-21.2051	-100000	4.07715e+06
0	0.271354	-0.0880347	80000	5.17199e+06
1	-0.743141	0.434305	60000	5.13263e+06
2	-1.95672	1.8503	40000	5.08419e+06
3	-3.6036	2.61518	20000	4.89385e+06
4	-2.49017	1.34876	0	735749
5	3.37372	-0.449667	-20000	702094
6	6.04108	1.19599	-40000	686799
7	13.4369	7.04949	-60000	675578
8	22.041	9.28739	-80000	636931
9	31.4114	16.5294	-100000	596722
0	0.137606	-0.040072	80000	5.18864e+06
1	0.3381	-0.0541815	60000	5.15907e+06
2	0.386528	1.18575	40000	5.1307e+06
3	-0.0414229	1.95627	20000	5.09675e+06
4	0.257224	2.41912	0	5.05227e+06
5	1.25058	2.37251	-20000	5.02865e+06
6	3.17291	2.32008	-40000	5.00655e+06
7	5.4406	1.4607	-60000	4.91613e+06
8	8.28133	0.738052	-80000	4.87201e+06
9	11.3167	-0.687743	-100000	4.85096e+06
0	-0.178891	-0.647675	80000	5.1476e+06
1	0.396466	-1.9618	60000	5.12712e+06
2	0.814001	-3.86039	40000	4.88554e+06
3	2.80017	-5.4805	20000	4.80412e+06
4	4.26846	-6.67995	0	4.76785e+06
5	5.67556	-7.99591	-20000	4.73503e+06
6	6.2707	-9.59477	-40000	4.44601e+06
7	6.96064	-13.3213	-60000	4.37683e+06
8	8.86662	-18.1385	-80000	4.35523e+06
9	10.5204	-22.3208	-100000	4.30343e+06
0	0.847595	0.481557	80000	5.17533e+06
1	2.65457	2.25415	60000	5.11501e+06
2	4.61719	3.94121	40000	5.08234e+06
3	6.43852	4.88134	20000	5.01464e+06
4	7.42345	6.0699	0	4.7696e+06
5	8.0383	5.74285	-20000	4.74473e+06
6	8.90346	4.91119	-40000	4.66955e+06
7	9.28284	3.73769	-60000	4.54305e+06
8	9.77154	2.59241	-80000	4.46742e+06
9	10.5692	1.08502	-100000	4.3909e+06
0	-0.562557	-0.535004	80000	5.18413e+06
1	-1.53701	-1.69764	60000	5.16471e+06
2	-1.90446	-2.11864	40000	5.12434e+06
3	-1.76032	-2.43886	20000	5.10581e+06
4	-1.00016	-2.11478	0	4.97036e+06
5	-0.559218	-1.71552	-20000	4.89824e+06
6	-0.583573	-1.27363	-40000	4.83602e+06
7	0.0176943	-0.831039	-60000	4.63158e+06
8	2.57526	-1.01822	-80000	4.60177e+06
9	5.65755	-1.87176	-100000	4.56628e+06
0	0.00822001	0.0688955	80000	5.15953e+06
1	-1.34974	0.148359	60000	3.05335e+06
2	-2.89914	-0.950521	40000	1.61708e+06
3	-4.20058	0.0109961	20000	1.59449e+06
4	-1.28246	4.78868	0	1.54868e+06
5	2.92062	8.66099	-20000	1.52517e+06
6	1.16918	22.3849	-40000	359414
7	-0.139403	58.8115	-60000	344086
8	1.7876	99.604	-80000	320393
9	-1.82933	153.939	-100000	309032
0	0.0957858	0.567265	80000	5.08176e+06
1	1.41731	0.43008	60000	4.96952e+06
