LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-36.8582	-46.7068	80000	94135.2
1	-81.5846	-141.42	60000	81926.4
2	-101.894	-257.686	40000	69519
3	-71.8158	-390.943	20000	57927.7
4	-100.474	-569.853	0	46878.7
5	-126.095	-756.026	-20000	35828.1
6	-107.281	-624.549	-40000	22358.6
7	149.021	-518.666	-60000	7888.06
8	0	0	-80000	0
9	0	0	-100000	0
0	-10.6005	-16.174	80000	91658.8
1	27.9436	-43.8488	60000	79389.7
2	76.0417	-69.9616	40000	64199.2
3	196.048	-94.6078	20000	51262.5
4	316.821	-261.298	0	35941.1
5	406.915	-471.405	-20000	25132
6	621.113	-733.676	-40000	13387.2
7	872.334	-1146.27	-60000	3086.51
8	0	0	-80000	0
9	0	0	-100000	0
0	-26.6124	-12.271	80000	94142.1
1	-27.4312	-43.1913	60000	79244
2	28.2688	-137.142	40000	68803.9
3	75.533	-270.069	20000	56484.6
4	43.161	-470.632	0	45494
5	16.626	-753.634	-20000	32002.3
6	61.2191	-1034.26	-40000	19708.9
7	523.096	-1591.46	-60000	9193.46
8	0	0	-80000	0
9	0	0	-100000	0
0	-16.9372	2.68341	80000	93465.6
1	-60.1217	35.4095	60000	82032.1
2	-81.0053	113.671	40000	69980.6
3	-158.359	164.089	20000	57952.2
4	-277.743	114.837	0	47308.3
5	-371.781	181.261	-20000	35230.4
6	-518.726	260.731	-40000	23642.5
7	-697.33	387.25	-60000	12586.4
8	0	0	-80000	0
9	0	0	-100000	0
0	32.1561	-31.0167	80000	91751.3
1	114.555	-41.9447	60000	77925.3
2	204.996	-17.2096	40000	67268
3	290.734	-1.4783	20000	52306.9
4	387.783	-16.0582	0	40060.8
5	429.66	-32.544	-20000	25195
6	381.615	238.577	-40000	14375.8
7	279.362	333.901	-60000	3207.97
8	0	0	-80000	0
9	0	0	-100000	0
0	-22.9305	13.1372	80000	93268.5
1	-58.7463	19.742	60000	78865.8
2	-178.747	41.5455	40000	62068.7
3	-338.63	62.7523	20000	50915
4	-461.573	150.5	0	39553.4
5	-583.268	110.461	-20000	22674.5
6	-621.155	-84.2487	-40000	9166.13
7	0	0	-60000	0
8	0	0	-80000	0
9	0	0	-100000	0
0	-17.4384	21.6262	80000	92826.7
1	-34.2522	33.4864	60000	82265.3
2	-4.11154	-27.0332	40000	69064.2
3	51.8424	-134.025	20000	55687.5
4	118.393	-152.645	0	44618.6
5	212.019	-198.716	-20000	33489.4
6	532.534	-247.246	-40000	13512.4
7	977.798	-409.676	-60000	1926.05
8	0	0	-80000	0
9	0	0	-100000	0
0	-11.7025	-19.3265	80000	87152.8
1	-116.638	-20.2554	60000	76216.6
2	-183.025	15.076	40000	57608.9
3	-280.054	-3.73036	20000	33506.6
4	-393.954	-207.09	0	22849.8
5	-630.276	-248.714	-20000	11103.5
6	-625.723	-306.399	-40000	711.344
