LayerID	X(mm)	Y(mm)	Z_Plane(mm)	KinE(MeV)
0	-0.83976	-0.131091	80000	1.16323e+06
1	0.506961	1.00654	60000	1.14276e+06
2	1.32859	5.32817	40000	1.12463e+06
3	1.54992	9.60821	20000	1.09013e+06
4	1.68762	13.9678	0	1.07605e+06
5	3.8867	18.5413	-20000	1.06302e+06
6	7.83373	22.4202	-40000	1.04376e+06
7	15.3632	30.4818	-60000	994533
8	23.7688	43.6119	-80000	981531
9	25.0206	59.7863	-100000	959296
0	0.25515	-1.19128	80000	1.15408e+06
1	1.92434	-5.42856	60000	1.12542e+06
2	7.22056	-18.2503	40000	1.07713e+06
3	12.3748	-30.9291	20000	1.06161e+06
4	17.2243	-47.5638	0	1.04347e+06
5	23.9222	-66.2314	-20000	1.0289e+06
6	34.3215	-84.2599	-40000	1.01346e+06
7	45.141	-102.63	-60000	996993
8	57.7898	-119.981	-80000	983952
9	74.0319	-137.572	-100000	936078
0	2.58603	2.08841	80000	1.15898e+06
1	6.30266	3.50047	60000	1.1452e+06
2	4.65323	2.04569	40000	1.13052e+06
3	-4.09444	-0.232623	20000	1.09758e+06
4	-16.9619	-6.18028	0	1.05868e+06
5	-32.5044	-3.77584	-20000	988080
6	-54.4514	-0.388145	-40000	975261
7	-73.3007	0.0888831	-60000	953281
8	-92.7403	3.87672	-80000	941439
9	-112.287	7.06592	-100000	927645
0	1.38148	0.156671	80000	1.14806e+06
1	5.44992	1.75669	60000	1.10265e+06
2	5.51938	-2.13754	40000	1.08491e+06
3	4.61508	-4.43868	20000	1.02324e+06
4	1.52617	-8.54501	0	1.00795e+06
5	2.75955	-8.60198	-20000	992783
6	9.03504	-8.47562	-40000	947947
7	17.0722	-11.1864	-60000	919819
8	19.3542	-16.5385	-80000	899674
9	21.6971	-26.3364	-100000	859581
0	-1.54443	0.0941977	80000	1.08209e+06
1	-5.41616	0.244084	60000	1.06473e+06
2	-8.14104	-0.959742	40000	1.03431e+06
3	-10.6294	-6.14357	20000	1.01555e+06
4	-12.2476	-7.0932	0	987607
5	-6.51972	-4.43213	-20000	974180
6	-0.431293	0.557759	-40000	949416
7	10.1427	-1.97727	-60000	933865
8	21.168	-7.20569	-80000	909040
9	37.3635	-10.721	-100000	883350
0	-2.32788	1.81766	80000	1.14992e+06
1	-8.7331	7.46645	60000	1.13828e+06
2	-16.5188	13.1341	40000	1.12368e+06
3	-25.6144	15.5079	20000	1.10471e+06
4	-38.1313	18.339	0	1.08543e+06
5	-52.583	23.6702	-20000	1.07117e+06
6	-64.4423	28.4345	-40000	1.05563e+06
7	-74.2054	30.082	-60000	1.02557e+06
8	-85.0015	30.8946	-80000	1.00308e+06
9	-96.4928	30.1239	-100000	965924
0	4.66326	1.43746	80000	1.16301e+06
1	6.4532	4.58094	60000	1.1495e+06
2	9.60618	9.6294	40000	1.13575e+06
3	15.4299	13.6929	20000	1.1227e+06
4	26.4586	15.5298	0	1.09747e+06
5	40.8261	15.4711	-20000	1.08083e+06
6	58.8858	11.6786	-40000	1.05116e+06
7	81.5954	4.52925	-60000	1.02293e+06
8	103.442	1.90037	-80000	1.00731e+06
9	130.499	-0.601747	-100000	979758
0	-0.615227	2.06103	80000	1.15855e+06
1	-0.861244	5.18668	60000	1.14484e+06
2	-2.52683	12.1601	40000	1.12629e+06
3	-7.67489	16.1169	20000	1.11187e+06
4	-11.1023	20.0851	0	1.0932e+06
5	-15.1741	23.3511	-20000	1.0756e+06
6	-21.0248	25.5339	-40000	1.04401e+06
7	-25.716	28.3764	-60000	1.02828e+06
8	-28.7499	34.6011	-80000	1.01575e+06
9	-29.1089	40.4597	-100000	972176
0	-2.23973	0.58991	80000	1.13535e+06
1	-6.00406	-0.82304	60000	1.11707e+06
2	-6.83167	-4.50355	40000	1.10159e+06
